TRAIN,NEURONS,RADIUS,LEAKING,SPARSITY,SCALE,MSE,NMSE,MAPE
10.0,20.0,0.6,0.3,0.9,0.4,0.0017086384662533347,9.476485285645367e-6,6.799508298703133
10.0,40.0,0.6,0.3,0.9,0.4,0.00201007638275283,1.1148326366518894e-5,5.6037769222683975
10.0,60.0,0.6,0.3,0.9,0.4,0.001546000892366933,8.574461477643941e-6,4.93515117823912
10.0,80.0,0.6,0.3,0.9,0.4,0.0014290490271488504,7.925820672840934e-6,4.772443426135842
10.0,100.0,0.6,0.3,0.9,0.4,0.0014478305498821765,8.029987134816155e-6,4.406952693833473
10.0,120.0,0.6,0.3,0.9,0.4,0.0013275490810949265,7.362879615226235e-6,4.450386723683596
10.0,140.0,0.6,0.3,0.9,0.4,0.0012588719116201409,6.981980906200517e-6,4.115626742409195
10.0,160.0,0.6,0.3,0.9,0.4,0.0012034830088260252,6.674781851114597e-6,4.168522347393637
10.0,180.0,0.6,0.3,0.9,0.4,0.0010998079520607709,6.099777150395942e-6,3.7993867326059987
10.0,200.0,0.6,0.3,0.9,0.4,0.0009943435809822137,5.5148485183739084e-6,4.017017840644368
10.0,220.0,0.6,0.3,0.9,0.4,0.0011146860616676817,6.182294423390079e-6,4.069703245261804
10.0,240.0,0.6,0.3,0.9,0.4,0.0009420052967466164,5.224568865755444e-6,3.961866493900485
10.0,260.0,0.6,0.3,0.9,0.4,0.0010199687501639368,5.656971350961927e-6,4.005974693077594
10.0,280.0,0.6,0.3,0.9,0.4,0.000995214579543831,5.519679268246398e-6,4.234858065534868
10.0,300.0,0.6,0.3,0.9,0.4,0.0009320332972606949,5.169261960132504e-6,3.9664783068265654
10.0,320.0,0.6,0.3,0.9,0.4,0.0009635802163440309,5.3442281220240944e-6,4.031661563100757
10.0,340.0,0.6,0.3,0.9,0.4,0.001016670470001867,5.638678362690202e-6,3.9956345821382575
10.0,360.0,0.6,0.3,0.9,0.4,0.0008764410532270259,4.860935129743237e-6,3.9324325187619182
10.0,380.0,0.6,0.3,0.9,0.4,0.0008873322315639308,4.921340003735881e-6,3.9718356995795903
10.0,400.0,0.6,0.3,0.9,0.4,0.0009000235736323235,4.991728982294897e-6,4.014543635912858
20.0,20.0,0.6,0.3,0.9,0.4,0.0013778447661832996,8.56158799110247e-6,21.25546465176756
20.0,40.0,0.6,0.3,0.9,0.4,0.0008275896748307,5.142438390369669e-6,16.925243869619436
20.0,60.0,0.6,0.3,0.9,0.4,0.0008133292712129925,5.053827754862565e-6,15.097774916986754
20.0,80.0,0.6,0.3,0.9,0.4,0.0007765491421853016,4.8252850926387525e-6,16.066840108220003
20.0,100.0,0.6,0.3,0.9,0.4,0.0007543211048135553,4.687165543544059e-6,14.60568981765349
20.0,120.0,0.6,0.3,0.9,0.4,0.0006777198808113949,4.2111844057433736e-6,8.982607733854302
20.0,140.0,0.6,0.3,0.9,0.4,0.0006853026423564292,4.258301818224601e-6,10.538187129658775
20.0,160.0,0.6,0.3,0.9,0.4,0.0006714511519673506,4.172232068798104e-6,10.16945843682469
20.0,180.0,0.6,0.3,0.9,0.4,0.0006574287226708131,4.085100147105739e-6,7.883876327813932
20.0,200.0,0.6,0.3,0.9,0.4,0.0006412944358795849,3.984845663126804e-6,7.6268022118562655
20.0,220.0,0.6,0.3,0.9,0.4,0.0006605136209695286,4.10426894527247e-6,8.744937997727353
20.0,240.0,0.6,0.3,0.9,0.4,0.0006307210228019556,3.91914507866898e-6,7.778390850205829
20.0,260.0,0.6,0.3,0.9,0.4,0.0006377697813725304,3.962944328200684e-6,7.836813461929198
