TRAIN,NEURONS,RADIUS,LEAKING,SPARSITY,SCALE,MSE,NMSE,MAPE,MSE(X),NMSE(X),MAPE(X),MSE(Y),NMSE(Y),MAPE(Y),MSE(Z),NMSE(Z),MAPE(Z)
10.0,280.0,0.2,0.1,0.9,0.4,3.899640934001433e-9,8.354327038044658e-12,0.016950422054035883,3.9528619207184876e-10,1.6875971711354114e-12,0.001562107605468145,2.5676540663485883e-9,1.418100307690339e-11,0.004945059987686215,9.367006755809958e-10,1.8192651879514575e-11,0.010443254460881525
10.0,300.0,0.2,0.1,0.9,0.4,3.8278930412958715e-9,8.200619204401178e-12,0.016324796135587464,3.736811531268776e-10,1.5953586782735697e-12,0.001509070708703591,2.5726583746444372e-9,1.420864157862809e-11,0.004954503205990543,8.815535135245574e-10,1.7121580674389554e-11,0.009861222220893327
10.0,320.0,0.2,0.1,0.9,0.4,3.695283421493156e-9,7.916525322176522e-12,0.01650225311680321,3.560902498278206e-10,1.5202577533219355e-12,0.0014569126756856336,2.4383278255107492e-9,1.3466741820575429e-11,0.004836130017582991,9.008653461545866e-10,1.7496656146578847e-11,0.01020921042353459
10.0,340.0,0.2,0.1,0.9,0.4,3.5340800291221436e-9,7.571174075150871e-12,0.016082712814337874,3.381058343614408e-10,1.443476805051246e-12,0.0014058602269717703,2.2892621186920942e-9,1.2643460649345746e-11,0.004687154875937344,9.067120760686089e-10,1.7610211655539463e-11,0.009989697711428758
10.0,360.0,0.2,0.1,0.9,0.4,3.66119421634807e-9,7.843494914231549e-12,0.016321367184914275,3.4998471866693945e-10,1.4941913808504446e-12,0.0014298038428921269,2.402655840451931e-9,1.3269727535626314e-11,0.0048335686801737375,9.085536572291989e-10,1.7645978945812533e-11,0.010057994661848401
10.0,380.0,0.2,0.1,0.9,0.4,3.605835613249553e-9,7.724898386376415e-12,0.01622393938026302,3.1031663301770315e-10,1.3248362390097186e-12,0.0013520020479037718,2.3050181462096357e-9,1.2730480266837977e-11,0.004684485567992338,9.905008340222141e-10,1.9237561506569905e-11,0.010187451764366908
10.0,400.0,0.2,0.1,0.9,0.4,3.448894985744797e-9,7.388679398546343e-12,0.015878775314026584,3.015232402615486e-10,1.2872945665769217e-12,0.0013331560084374396,2.2231489190438142e-9,1.2278321318497544e-11,0.004628286925218133,9.242228264394334e-10,1.7950306409338907e-11,0.009917332380371019
20.0,20.0,0.2,0.1,0.9,0.4,6.8507300962309305e-9,1.5062963936839525e-11,0.016339937302693498,8.674515627615669e-10,3.791302821596254e-12,0.0025151808694645968,5.481209709561301e-9,3.0900251327777854e-11,0.007292601215812752,5.020688239080613e-10,1.0325986987688016e-11,0.006532155217416148
20.0,40.0,0.2,0.1,0.9,0.4,5.437515193639255e-9,1.1955673938003607e-11,0.015070233508513785,7.19838441085209e-10,3.146141675151891e-12,0.002299679481220652,4.264125094835268e-9,2.4038952002447693e-11,0.006324217698210352,4.535516577187776e-10,9.328140471645864e-12,0.00644633632908278
20.0,60.0,0.2,0.1,0.9,0.4,4.859670616267365e-9,1.0685144825370813e-11,0.015117795897282425,5.850814311621567e-10,2.5571697326440495e-12,0.0020516758265008584,3.713905624428904e-9,2.093709660521016e-11,0.005785050552773139,5.606835606763034e-10,1.1531508980558183e-11,0.007281069518008431
20.0,80.0,0.2,0.1,0.9,0.4,4.589813838166262e-9,1.0091800340980022e-11,0.015073031608347639,4.697499880423229e-10,2.053099598368229e-12,0.0018561968717047343,3.5708645241054096e-9,2.013070418740361e-11,0.005675521442761874,5.491993260185293e-10,1.1295314156277585e-11,0.007541313293881029
20.0,100.0,0.2,0.1,0.9,0.4,4.830096673405519e-9,1.062011945894407e-11,0.01547249472287873,5.388329768970429e-10,2.3550352243014937e-12,0.001996729696812692,3.7222413985966043e-9,2.0984089428043452e-11,0.00575547210850096,5.690222979118741e-10,1.1703010751008723e-11,0.007720292917565079
