TRAIN,NEURONS,RADIUS,LEAKING,SPARSITY,SCALE,MSE,NMSE,MAPE,MSE(X),NMSE(X),MAPE(X),MSE(Y),NMSE(Y),MAPE(Y),MSE(Z),NMSE(Z),MAPE(Z)
20.0,40.0,0.2,0.1,0.9,0.4,8.783471923699019e-9,1.931252876260703e-11,0.020816981178423184,1.4508801413321184e-9,6.341241120280144e-12,0.0028792878999288327,5.949591520132114e-9,3.354071006034837e-11,0.007387010773585095,1.3830002622347901e-9,2.8443868649141383e-11,0.010550682504909255
20.0,60.0,0.2,0.1,0.9,0.4,8.210046931755454e-9,1.805171905702491e-11,0.020497220883906604,1.528430904737062e-9,6.680185789659264e-12,0.0029631604496509287,5.180729322872398e-9,2.9206263914358524e-11,0.006773010534235242,1.5008867041459938e-9,3.08684137203177e-11,0.01076104990002043
20.0,80.0,0.2,0.1,0.9,0.4,7.94307565869279e-9,1.746471992563346e-11,0.020347536004357736,1.2258230725262094e-9,5.357602914431227e-12,0.002596054368246466,5.158867064526491e-9,2.908301584498044e-11,0.006716794924723877,1.5583855216400913e-9,3.205097952087675e-11,0.011034686711387392
20.0,100.0,0.2,0.1,0.9,0.4,8.135321164952878e-9,1.7887416884351162e-11,0.020200811612099964,1.266474378524362e-9,5.535274195362743e-12,0.002655104611832454,5.3773989500966045e-9,3.03149852311217e-11,0.0068404504754849774,1.4914478363319138e-9,3.067428655806651e-11,0.010705256524782525
20.0,120.0,0.2,0.1,0.9,0.4,8.09660335626096e-9,1.7802286676105115e-11,0.02033812765326979,1.1759239952414192e-9,5.139513168953129e-12,0.0025442410068221085,5.353102866335043e-9,3.0178016516834174e-11,0.006818328124166446,1.5675764946844977e-9,3.2240008284769e-11,0.010975558522281237
20.0,140.0,0.2,0.1,0.9,0.4,7.963308649127816e-9,1.7509206913594982e-11,0.020204877099294697,1.1416295492205326e-9,4.989625287032569e-12,0.002497922066407728,5.285941055067641e-9,2.9799393071640454e-11,0.006754152748868168,1.5357380448396413e-9,3.158519374126631e-11,0.010952802284018803
20.0,160.0,0.2,0.1,0.9,0.4,7.933856399171172e-9,1.7444449215346245e-11,0.01997060921285003,1.1747649570755953e-9,5.1344474572739076e-12,0.0025373153380946005,5.266839740623121e-9,2.969170977146979e-11,0.0067665183998549365,1.4922517014724572e-9,3.069081947934903e-11,0.010666775474900496
20.0,180.0,0.2,0.1,0.9,0.4,7.895256637962216e-9,1.7359578562254457e-11,0.019829241368567386,1.1090458795992546e-9,4.8472145531849314e-12,0.0024590100179115466,5.327485754035995e-9,3.0033600529064535e-11,0.006802157079892022,1.4587250043269674e-9,3.0001283117074676e-11,0.010568074270763813
20.0,200.0,0.2,0.1,0.9,0.4,7.876699089211841e-9,1.7318775426874913e-11,0.019823036650145943,1.0804852920375524e-9,4.722387169374066e-12,0.0024155644207236966,5.3289264273587545e-9,3.004172229776863e-11,0.006777676105276638,1.4672873698155332e-9,3.017738344469801e-11,0.010629796124145609
20.0,220.0,0.2,0.1,0.9,0.4,7.818260167865005e-9,1.7190283714352743e-11,0.019849601056059117,1.0519467389342115e-9,4.597656089737089e-12,0.002387119229347394,5.255396787679191e-9,2.9627200339918426e-11,0.0067400138570565486,1.5109166412516038e-9,3.1074697277437295e-11,0.010722467969655178
20.0,240.0,0.2,0.1,0.9,0.4,7.933733276264472e-9,1.7444178500679236e-11,0.020372055665951384,1.0979007095202594e-9,4.798503285600449e-12,0.0024494983213149317,5.185150668535235e-9,2.923118916720185e-11,0.006723843054700573,1.6506818982089785e-9,3.3949219227407936e-11,0.01119871428993588
20.0,260.0,0.2,0.1,0.9,0.4,8.169683137620937e-9,1.796296976267269e-11,0.02054838296652641,1.1013892725633284e-9,4.8137504578438355e-12,0.002456079487021211,5.424733986229486e-9,3.058183560517794e-11,0.00685399300611355,1.643559878828121e-9,3.3802742188091684e-11,0.011238310473391654
20.0,280.0,0.2,0.1,0.9,0.4,8.063657929117114e-9,1.7729848406268426e-11,0.020475711946739254,1.0643404403483052e-9,4.651824209349897e-12,0.0024140365988267916,5.341452327958609e-9,3.011233682631951e-11,0.006809480299667312,1.6578651608101994e-9,3.409695584285243e-11,0.011252195048245154
20.0,300.0,0.2,0.1,0.9,0.4,8.091509823295945e-9,1.7791087345960425e-11,0.020417088207789185,1.0653467567148025e-9,4.656222432567277e-12,0.002414675504826851,5.3975803082222365e-9,3.0428757257188604e-11,0.006839033030203017,1.6285827583589035e-9,3.349471097580514e-11,0.011163379672759313
20.0,320.0,0.2,0.1,0.9,0.4,7.909026092745004e-9,1.7389853946959735e-11,0.019736043820905436,1.075972305346652e-9,4.7026626339253e-12,0.0024228368192339956,5.373972376182145e-9,3.029566798526098e-11,0.006827418851687647,1.4590814112162086e-9,3.000861326083534e-11,0.010485788149983787
20.0,340.0,0.2,0.1,0.9,0.4,8.024491032428022e-9,1.764373077244196e-11,0.02049304319780775,1.0414640932261997e-9,4.5518404622987394e-12,0.002388852037398567,5.2951524524361125e-9,2.985132215069422e-11,0.00680237809134198,1.687874486765708e-9,3.471415118911249e-11,0.011301813069067197
20.0,360.0,0.2,0.1,0.9,0.4,7.783779895352806e-9,1.7114470726001555e-11,0.019645172311946613,1.0283369272445575e-9,4.494466650124908e-12,0.0023697588306126932,5.2723127491802735e-9,2.97225637540587e-11,0.006762887786885182,1.4831302189279764e-9,3.050321991160824e-11,0.010512525694448742
20.0,380.0,0.2,0.1,0.9,0.4,7.86798523331315e-9,1.7299615965315912e-11,0.019889515657948924,1.0318310118774993e-9,4.5097379551217535e-12,0.002372844662308631,5.294524422950128e-9,2.9847781646303714e-11,0.006806747911868972,1.5416297984855232e-9,3.170636817007355e-11,0.01070992308377132
20.0,400.0,0.2,0.1,0.9,0.4,8.096559652840021e-9,1.7802190583855807e-11,0.020350145486089447,1.047032574090522e-9,4.57617815831401e-12,0.0023952460505438835,5.413268073157143e-9,3.0517196736335384e-11,0.0068740846729009805,1.6362590055923553e-9,3.365258670004674e-11,0.011080814762644586
30.0,20.0,0.2,0.1,0.9,0.4,6.47589603028399e-9,1.440099388315677e-11,0.016468346805836902,8.329286161410572e-10,3.6859060073751546e-12,0.0021546934845069403,4.832743490099052e-9,2.7170424344581155e-11,0.006098853143530987,8.1022392404388e-10,1.7675219439657517e-11,0.008214800177798968
30.0,40.0,0.2,0.1,0.9,0.4,4.411996900660794e-9,9.811328051252916e-12,0.014814507378380316,7.30051761847365e-10,3.230651609924171e-12,0.0020346151695970747,2.926768467454679e-9,1.645474074550007e-11,0.00461740377403327,7.551766713587493e-10,1.6474351084766448e-11,0.008162488434749971
30.0,60.0,0.2,0.1,0.9,0.4,4.2173819686427675e-9,9.378546482114651e-12,0.015065883165123103,7.163842314832312e-10,3.170169557442243e-12,0.0019933746345159845,2.6695427186356636e-9,1.500857817509184e-11,0.004453881523949251,8.314550185238737e-10,1.813838060133369e-11,0.008618627006657869
30.0,80.0,0.2,0.1,0.9,0.4,4.004695595140382e-9,8.905577930810665e-12,0.01508145317449855,6.286334746370212e-10,2.781851716581332e-12,0.0018872063173655618,2.531745877709667e-9,1.423386322302114e-11,0.004358068346043036,8.443162427936925e-10,1.8418951138052853e-11,0.008836178511089952
30.0,100.0,0.2,0.1,0.9,0.4,4.085996579841948e-9,9.08637375858595e-12,0.015380583793887332,6.604592893587962e-10,2.9226884694546816e-12,0.0019268045494142004,2.5087155747155167e-9,1.4104383331026598e-11,0.00434977260081815,9.168217157676355e-10,2.0000674544829464e-11,0.009104006643654983
