ROUND,WINDOW,NEURONS,LEAK,SPARSITY,SCALE,RADIUS,MSE,RMSE,MAPE,MSE(X),RMSE(X),MAPE(X),MSE(Y),RMSE(Y),MAPE(Y),MSE(Z),RMSE(Z),MAPE(Z),HITS,FRAMEWORK
0.0,20.0,20.0,0.75,0.75,0.5,0.3,0.8432805026937231,0.6629781999032553,1.9955953622373948,0.8613885521203414,0.9281102047280492,2.5254124601040893,0.7602042597691233,0.8718969318498163,2.3331690686100317,0.8827311819069305,0.9395377490590415,1.6978586351197487,0.5615028306742151,51926.0
0.0,20.0,40.0,0.75,0.75,0.5,0.3,0.8545846797481789,0.6684152560925611,2.1228840358189296,0.8681962882297517,0.9317705126423307,2.7133119266274695,0.7731025806556587,0.8792625208978595,2.4598472907900666,0.8942973771438484,0.9456729757922917,1.8109925703971295,0.5532681420483788,51926.0
0.0,20.0,60.0,0.75,0.75,0.5,0.3,0.8570941771482012,0.67211276591769,2.2135698241641397,0.8706697406482148,0.9330968549128299,2.906958970683747,0.7729329258002675,0.8791660399493758,2.5314065474767635,0.9004026613077282,0.9488954954618175,1.8648098814568406,0.5615028306742151,51926.0
0.0,20.0,80.0,0.75,0.75,0.5,0.3,0.868331824032717,0.6760704474081531,2.3181361570133006,0.8849655735208954,0.9407260884661887,2.97029276502068,0.7802699515660673,0.8833289033910683,2.640849753983031,0.9131084921700796,0.9555671050062783,2.0234165949194356,0.5661348430262481,51926.0
0.0,20.0,100.0,0.75,0.75,0.5,0.3,0.8688222090434664,0.6770113710175417,2.447938619760227,0.8837610531037475,0.9400856626413082,3.2515014953558987,0.7829763857697106,0.884859528834781,2.687581781711209,0.9099932501289159,0.9539356635166314,2.147910304688623,0.564076170869789,51926.0
0.0,20.0,120.0,0.75,0.75,0.5,0.3,0.8715656669109656,0.6791826355374494,2.4792313033171554,0.8839934750653862,0.940209271952466,3.2660753749757823,0.784262287582776,0.885585844276418,2.7285022138629174,0.9155784047920492,0.9568586127490567,2.1835751659846596,0.56201749871333,51926.0
0.0,20.0,140.0,0.75,0.75,0.5,0.3,0.8762632164574744,0.6808122113563108,2.5091356153412128,0.8906486241669512,0.9437418207152586,3.251102752748105,0.7876504627123061,0.8874967395502398,2.7883615739637584,0.9221210562178076,0.9602713450987734,2.2093014490303293,0.5615028306742151,51926.0
0.0,20.0,160.0,0.75,0.75,0.5,0.3,0.8812784380187544,0.6829419970336179,2.5895081042327104,0.8947016731286422,0.9458867126292885,3.4259119073074253,0.792587953003609,0.890274088696065,2.8257859943986565,0.9264446297872294,0.9625199373453152,2.29397704969386,0.5671641791044776,51926.0
0.0,20.0,180.0,0.75,0.75,0.5,0.3,0.8811234182311481,0.684065736380997,2.605775341520199,0.8987466961954463,0.9480225188229688,3.294475532916824,0.7937172864915,0.8909081246074143,2.9000811287777974,0.9249341408841828,0.961734963950143,2.396259635674634,0.5666495110653629,51926.0
0.0,20.0,200.0,0.75,0.75,0.5,0.3,0.8848607399290573,0.6849121187119729,2.5958440095675357,0.9020359878639347,0.9497557516877351,3.3021227951484327,0.7954261429002871,0.8918666620634987,2.8405165244108987,0.9301378721355695,0.9644365568224639,2.3918243808191946,0.5687081832218219,51926.0
0.0,20.0,220.0,0.75,0.75,0.5,0.3,0.8868138134351223,0.6866013768850646,2.655887778097389,0.9022899073666782,0.9498894184938993,3.4014851785585933,0.796959333504213,0.8927257885287133,2.791781084711234,0.9334528139190044,0.9661536181782917,2.559850164651541,0.5671641791044776,51926.0
0.0,20.0,240.0,0.75,0.75,0.5,0.3,0.8884305930180663,0.6875369643590828,2.732398383393024,0.9067505248100977,0.952234490453952,3.5690890695350213,0.7970354861885502,0.8927684392878986,2.866251465037472,0.9356946070351221,0.9673130863557683,2.5870274891622027,0.570766855378281,51926.0
0.0,20.0,260.0,0.75,0.75,0.5,0.3,0.8954220733202388,0.688615802908422,2.822738821043231,0.9158984888187058,0.9570258558778367,3.7019749723183724,0.804534542237371,0.8969584952701942,2.9657017225691336,0.942623686478153,0.9708880916347429,2.6880197012949463,0.5671641791044776,51926.0
0.0,20.0,280.0,0.75,0.75,0.5,0.3,0.8945909553382105,0.6899163614076146,2.8269901291951904,0.9126608843263366,0.9553328657208108,3.774772628154301,0.808242968682905,0.8990233415673394,2.934968308398983,0.9384222225926163,0.9687219531901898,2.6721999785389414,0.5563561502830674,51926.0
0.0,20.0,300.0,0.75,0.75,0.5,0.3,0.8968792232101953,0.6915555271377501,2.8481826497491576,0.9132354848378168,0.9556335515446372,3.779841528398679,0.8096728735433035,0.8998182447268468,2.899759847068203,0.943445218381708,0.9713110821882494,2.8089386272935797,0.5779722079258878,51926.0
0.0,20.0,320.0,0.75,0.75,0.5,0.3,0.8896093290322826,0.6925042811040312,2.972616723591509,0.9049241965781619,0.9512750372937167,4.049953379340691,0.8089482560028193,0.8994155079843905,3.045859482307786,0.9344744258728813,0.9666821741776773,2.831832343702975,0.570766855378281,51926.0
0.0,20.0,340.0,0.75,0.75,0.5,0.3,0.9176864113089835,0.7044863616971521,3.1041165227501826,0.9350296937111204,0.9669693344212734,4.189091159452953,0.8312160099778224,0.9117104858329876,3.1635036173865014,0.9669836672685425,0.9833532769399522,3.0285727098900095,0.5609881626351003,51926.0
0.0,20.0,360.0,0.75,0.75,0.5,0.3,0.9099662309332339,0.7022259700793703,3.212955912337784,0.9255852317346871,0.9620734024671336,4.473020081516258,0.8262338877002026,0.9089740852742737,3.2069350883429912,0.9590569930061457,0.9793145526367643,3.1121082542643124,0.5671641791044776,51926.0
