ROUND,WINDOW,NEURONS,LEAK,SPARSITY,SCALE,RADIUS,MSE,RMSE,MAPE,MSE(X),RMSE(X),MAPE(X),MSE(Y),RMSE(Y),MAPE(Y),MSE(Z),RMSE(Z),MAPE(Z),HITS,FRAMEWORK
0.0,20.0,20.0,0.65,0.95,0.1,0.1,1.0215317564042852,0.6249759588280885,1.8094067911354974,1.0215317564042852,0.6249759588280885,1.8094067911354974,,,,,,,0.49905305421580265,136192.0
0.0,20.0,40.0,0.65,0.95,0.1,0.1,1.1695586154280084,0.641702470262492,1.5230137945442197,1.1695586154280084,0.641702470262492,1.5230137945442197,,,,,,,0.4996685689755309,136192.0
0.0,20.0,60.0,0.65,0.95,0.1,0.1,1.4411873432586866,0.6632941097277938,1.7889026905264471,1.4411873432586866,0.6632941097277938,1.7889026905264471,,,,,,,0.49775100376253123,136192.0
0.0,20.0,80.0,0.65,0.95,0.1,0.1,1.3709857696637424,0.6609745814804613,2.4600964224489217,1.3709857696637424,0.6609745814804613,2.4600964224489217,,,,,,,0.4961885432186056,136192.0
0.0,20.0,100.0,0.65,0.95,0.1,0.1,1.6312964170749815,0.6752869124163298,2.0357628948772764,1.6312964170749815,0.6752869124163298,2.0357628948772764,,,,,,,0.4957150703265069,136192.0
0.0,20.0,120.0,0.65,0.95,0.1,0.1,1.7386092386726302,0.6823280666541005,2.0807245545252466,1.7386092386726302,0.6823280666541005,2.0807245545252466,,,,,,,0.4964963005984697,136192.0
0.0,20.0,140.0,0.65,0.95,0.1,0.1,1.9449344661070787,0.6819462079475587,2.533419246795137,1.9449344661070787,0.6819462079475587,2.533419246795137,,,,,,,0.4963542587308401,136192.0
0.0,20.0,160.0,0.65,0.95,0.1,0.1,2.274372259171164,0.7083854654933321,3.2586896551495936,2.274372259171164,0.7083854654933321,3.2586896551495936,,,,,,,0.49756161460569176,136192.0
0.0,20.0,180.0,0.65,0.95,0.1,0.1,2.0818082532201063,0.7158164424409329,2.202431597527033,2.0818082532201063,0.7158164424409329,2.202431597527033,,,,,,,0.4986742759021237,136192.0
0.0,20.0,200.0,0.65,0.95,0.1,0.1,1.7300026878590227,0.6978540382692496,2.16450047049118,1.7300026878590227,0.6978540382692496,2.16450047049118,,,,,,,0.4987689704805434,136192.0
0.0,20.0,220.0,0.65,0.95,0.1,0.1,2.1251851265934536,0.715393612078987,2.038526766223353,2.1251851265934536,0.715393612078987,2.038526766223353,,,,,,,0.4992187697280372,136192.0
0.0,20.0,240.0,0.65,0.95,0.1,0.1,2.201586974530074,0.7221476248105569,2.3636654717773165,2.201586974530074,0.7221476248105569,2.3636654717773165,,,,,,,0.49938448524027174,136192.0
0.0,20.0,260.0,0.65,0.95,0.1,0.1,2.2394706077550928,0.7274256211147956,2.841017407923533,2.2394706077550928,0.7274256211147956,2.841017407923533,,,,,,,0.49938448524027174,136192.0
0.0,20.0,280.0,0.65,0.95,0.1,0.1,3.3375611851313485,0.7738182196161557,3.3987440038665317,3.3375611851313485,0.7738182196161557,3.3987440038665317,,,,,,,0.5002130628014444,136192.0
0.0,20.0,300.0,0.65,0.95,0.1,0.1,4.492063043996014,0.8310583197501871,3.554259317309901,4.492063043996014,0.8310583197501871,3.554259317309901,,,,,,,0.5005681674705185,136192.0
0.0,20.0,320.0,0.65,0.95,0.1,0.1,5.660135737613461,0.8681786421543534,4.441304848159629,5.660135737613461,0.8681786421543534,4.441304848159629,,,,,,,0.5002367364460494,136192.0
0.0,20.0,340.0,0.65,0.95,0.1,0.1,4.948733366666492,0.8630123688748634,5.748581180301706,4.948733366666492,0.8630123688748634,5.748581180301706,,,,,,,0.5011363349410368,136192.0
0.0,20.0,360.0,0.65,0.95,0.1,0.1,6.019741876159754,0.8976273901591402,4.901194699505373,6.019741876159754,0.8976273901591402,4.901194699505373,,,,,,,0.5009469457841974,136192.0
0.0,20.0,380.0,0.65,0.95,0.1,0.1,6.394544875062923,0.913992201910769,5.010773166532457,6.394544875062923,0.913992201910769,5.010773166532457,,,,,,,0.5002367364460494,136192.0
0.0,20.0,400.0,0.65,0.95,0.1,0.1,7.196949834389299,0.9244923825175194,6.842205971837678,7.196949834389299,0.9244923825175194,6.842205971837678,,,,,,,0.5006391884043332,136192.0
0.0,20.0,420.0,0.65,0.95,0.1,0.1,7.823313468946915,0.9513641053147953,6.4343813759819435,7.823313468946915,0.9513641053147953,6.4343813759819435,,,,,,,0.5007812302719629,136192.0
0.0,20.0,440.0,0.65,0.95,0.1,0.1,8.480401392378614,0.9667050957685871,7.108387212124051,8.480401392378614,0.9667050957685871,7.108387212124051,,,,,,,0.5002840837352592,136192.0
0.0,20.0,460.0,0.65,0.95,0.1,0.1,8.919959465349459,0.9941408914432296,5.726476300913243,8.919959465349459,0.9941408914432296,5.726476300913243,,,,,,,0.5005681674705185,136192.0
0.0,20.0,480.0,0.65,0.95,0.1,0.1,9.065200671561605,0.9984468818414514,5.820842199386289,9.065200671561605,0.9984468818414514,5.820842199386289,,,,,,,0.5010179667180121,136192.0
0.0,20.0,500.0,0.65,0.95,0.1,0.1,9.667439908134702,1.0034861611941457,5.215201653746944,9.667439908134702,1.0034861611941457,5.215201653746944,,,,,,,0.5000710209338148,136192.0
1.0,20.0,20.0,0.65,0.95,0.1,0.1,1.2342709963029024,0.6488317871540447,1.5335887401256942,1.2342709963029024,0.6488317871540447,1.5335887401256942,,,,,,,0.49734855180424736,198698.0
1.0,20.0,40.0,0.65,0.95,0.1,0.1,1.1744280140870447,0.6453262903752669,1.4987483048716368,1.1744280140870447,0.6453262903752669,1.4987483048716368,,,,,,,0.4977036564733214,198698.0
1.0,20.0,60.0,0.65,0.95,0.1,0.1,1.4274726455511537,0.674666555040239,1.8926843633140178,1.4274726455511537,0.674666555040239,1.8926843633140178,,,,,,,0.4964726269538648,198698.0
1.0,20.0,80.0,0.65,0.95,0.1,0.1,1.374263082512569,0.6682165685914474,1.8726424308099776,1.374263082512569,0.6682165685914474,1.8726424308099776,,,,,,,0.49741957273806214,198698.0
1.0,20.0,100.0,0.65,0.95,0.1,0.1,1.6315068775805153,0.6865832556945878,1.663199108725247,1.6315068775805153,0.6865832556945878,1.663199108725247,,,,,,,0.49767998282871645,198698.0
1.0,20.0,120.0,0.65,0.95,0.1,0.1,1.932711449323398,0.6996299348034611,1.8190849470249244,1.932711449323398,0.6996299348034611,1.8190849470249244,,,,,,,0.49734855180424736,198698.0
1.0,20.0,140.0,0.65,0.95,0.1,0.1,2.0474291894354,0.7026705103306179,2.6259913785643256,2.0474291894354,0.7026705103306179,2.6259913785643256,,,,,,,0.49720650993661775,198698.0
1.0,20.0,160.0,0.65,0.95,0.1,0.1,2.756525623564391,0.7357079041712495,3.1867757313381952,2.756525623564391,0.7357079041712495,3.1867757313381952,,,,,,,0.49711181535819804,198698.0
1.0,20.0,180.0,0.65,0.95,0.1,0.1,2.6801861902146706,0.7406536674893544,3.6052250846254648,2.6801861902146706,0.7406536674893544,3.6052250846254648,,,,,,,0.4979877402085806,198698.0
1.0,20.0,200.0,0.65,0.95,0.1,0.1,3.50827506222313,0.7799817041477416,4.137632524626246,3.50827506222313,0.7799817041477416,4.137632524626246,,,,,,,0.4989820332819878,198698.0
1.0,20.0,220.0,0.65,0.95,0.1,0.1,3.5466537502483866,0.7783108908420536,3.9279182816536222,3.5466537502483866,0.7783108908420536,3.9279182816536222,,,,,,,0.49850856038988917,198698.0
1.0,20.0,240.0,0.65,0.95,0.1,0.1,4.3680405326456135,0.8013651685169645,4.432422998019826,4.3680405326456135,0.8013651685169645,4.432422998019826,,,,,,,0.4982718239438398,198698.0
1.0,20.0,260.0,0.65,0.95,0.1,0.1,5.127168637189662,0.8265890721461785,3.855567374679676,5.127168637189662,0.8265890721461785,3.855567374679676,,,,,,,0.4986269286129138,198698.0
1.0,20.0,280.0,0.65,0.95,0.1,0.1,4.933152981245286,0.8321796495730323,4.692326534710585,4.933152981245286,0.8321796495730323,4.692326534710585,,,,,,,0.4987452968359385,198698.0
1.0,20.0,300.0,0.65,0.95,0.1,0.1,4.740934397911738,0.8212670208592382,5.518835360679084,4.740934397911738,0.8212670208592382,5.518835360679084,,,,,,,0.4990293805711977,198698.0
1.0,20.0,320.0,0.65,0.95,0.1,0.1,5.364907710007063,0.8318385424972838,5.148744131379823,5.364907710007063,0.8318385424972838,5.148744131379823,,,,,,,0.49850856038988917,198698.0
1.0,20.0,340.0,0.65,0.95,0.1,0.1,6.328766507200611,0.8689216008251797,4.138780850612016,6.328766507200611,0.8689216008251797,4.138780850612016,,,,,,,0.49881631776975327,198698.0
1.0,20.0,360.0,0.65,0.95,0.1,0.1,6.357644401637384,0.8770868066194613,3.9851349977236445,6.357644401637384,0.8770868066194613,3.9851349977236445,,,,,,,0.49850856038988917,198698.0
1.0,20.0,380.0,0.65,0.95,0.1,0.1,7.024158457642186,0.9104346286371471,4.091410361564569,7.024158457642186,0.9104346286371471,4.091410361564569,,,,,,,0.49905305421580265,198698.0
1.0,20.0,400.0,0.65,0.95,0.1,0.1,7.1067526055196435,0.9039498268313433,2.8010078386941197,7.1067526055196435,0.9039498268313433,2.8010078386941197,,,,,,,0.4989583596373829,198698.0
1.0,20.0,420.0,0.65,0.95,0.1,0.1,6.275218871129551,0.8842914518871169,3.3832175523634613,6.275218871129551,0.8842914518871169,3.3832175523634613,,,,,,,0.4979640665639757,198698.0
1.0,20.0,440.0,0.65,0.95,0.1,0.1,6.518914150134926,0.9289137347615927,3.951630408034581,6.518914150134926,0.9289137347615927,3.951630408034581,,,,,,,0.49810610843160524,198698.0
1.0,20.0,460.0,0.65,0.95,0.1,0.1,6.546039135025855,0.924133478280648,4.309374967244079,6.546039135025855,0.924133478280648,4.309374967244079,,,,,,,0.4976326355395066,198698.0
