ROUND,WINDOW,NEURONS,LEAK,SPARSITY,SCALE,RADIUS,MSE,RMSE,MAPE,MSE(X),RMSE(X),MAPE(X),MSE(Y),RMSE(Y),MAPE(Y),MSE(Z),RMSE(Z),MAPE(Z),HITS,FRAMEWORK
0.0,20.0,20.0,0.45,0.95,0.1,0.3,0.8241049773985185,0.643797940552211,1.5115152550526165,0.8241049773985185,0.643797940552211,1.5115152550526165,,,,,,,0.5028376808666448,187151.0
0.0,20.0,40.0,0.45,0.95,0.1,0.3,0.8509718012055715,0.6508163750044418,1.615867382874115,0.8509718012055715,0.6508163750044418,1.615867382874115,,,,,,,0.501565617029873,187151.0
0.0,20.0,60.0,0.45,0.95,0.1,0.3,0.8711673333961615,0.6602433261768564,1.6448391364164692,0.8711673333961615,0.6602433261768564,1.6448391364164692,,,,,,,0.5012231383045883,187151.0
0.0,20.0,80.0,0.45,0.95,0.1,0.3,0.9043389241585822,0.6727957455727182,1.6826563252979614,0.9043389241585822,0.6727957455727182,1.6826563252979614,,,,,,,0.5020548723517083,187151.0
0.0,20.0,100.0,0.45,0.95,0.1,0.3,0.9179751458997979,0.6754120202845064,1.7236362493457211,0.9179751458997979,0.6754120202845064,1.7236362493457211,,,,,,,0.502813218100553,187151.0
0.0,20.0,120.0,0.45,0.95,0.1,0.3,0.9873819598636082,0.6897692216323652,1.8789399923697396,0.9873819598636082,0.6897692216323652,1.8789399923697396,,,,,,,0.5017368563925153,187151.0
0.0,20.0,140.0,0.45,0.95,0.1,0.3,1.0204934783910145,0.6906909952853687,2.0635983848374098,1.0204934783910145,0.6906909952853687,2.0635983848374098,,,,,,,0.5024707393752683,187151.0
0.0,20.0,160.0,0.45,0.95,0.1,0.3,1.069879110186554,0.7010430564986331,1.933146734566466,1.069879110186554,0.7010430564986331,1.933146734566466,,,,,,,0.5018591702229742,187151.0
0.0,20.0,180.0,0.45,0.95,0.1,0.3,1.0848532455979265,0.7081783730570625,2.319371533035545,1.0848532455979265,0.7081783730570625,2.319371533035545,,,,,,,0.5016145425620565,187151.0
0.0,20.0,200.0,0.45,0.95,0.1,0.3,1.1414689666324513,0.7148312092990502,2.3356820008491934,1.1414689666324513,0.7148312092990502,2.3356820008491934,,,,,,,0.5011008244741294,187151.0
0.0,20.0,220.0,0.45,0.95,0.1,0.3,1.183011722175535,0.730375081734115,2.2753296168115162,1.183011722175535,0.730375081734115,2.2753296168115162,,,,,,,0.49982876063735765,187151.0
0.0,20.0,240.0,0.45,0.95,0.1,0.3,1.1583527748193019,0.7187817841559566,2.217537190462285,1.1583527748193019,0.7187817841559566,2.217537190462285,,,,,,,0.4994373563798894,187151.0
0.0,20.0,260.0,0.45,0.95,0.1,0.3,1.1634948163792027,0.7228695357202426,2.3158823366041212,1.1634948163792027,0.7228695357202426,2.3158823366041212,,,,,,,0.5000244627660918,187151.0
0.0,20.0,280.0,0.45,0.95,0.1,0.3,1.1774148340965347,0.7296982595429298,2.552762432683879,1.1774148340965347,0.7296982595429298,2.552762432683879,,,,,,,0.5007094202166612,187151.0
0.0,20.0,300.0,0.45,0.95,0.1,0.3,1.1384077843089204,0.7288653623025444,2.6692052375091415,1.1384077843089204,0.7288653623025444,2.6692052375091415,,,,,,,0.5010763617080377,187151.0
0.0,20.0,320.0,0.45,0.95,0.1,0.3,1.1192303338872664,0.7270133494212526,2.798296103859397,1.1192303338872664,0.7270133494212526,2.798296103859397,,,,,,,0.5009295851114871,187151.0
0.0,20.0,340.0,0.45,0.95,0.1,0.3,1.196608190168488,0.7431136611031016,3.3083519324933324,1.196608190168488,0.7431136611031016,3.3083519324933324,,,,,,,0.5006849574505694,187151.0
0.0,20.0,360.0,0.45,0.95,0.1,0.3,1.2617881101077362,0.7569133992738389,3.4452916786811985,1.2617881101077362,0.7569133992738389,3.4452916786811985,,,,,,,0.5011252872402212,187151.0
0.0,20.0,380.0,0.45,0.95,0.1,0.3,1.3028352788450213,0.7568053586116159,3.20104584677213,1.3028352788450213,0.7568053586116159,3.20104584677213,,,,,,,0.5002935531931012,187151.0
0.0,20.0,400.0,0.45,0.95,0.1,0.3,1.3305452418331456,0.7770275057708563,3.4102994948647103,1.3305452418331456,0.7770275057708563,3.4102994948647103,,,,,,,0.5007094202166612,187151.0
0.0,20.0,420.0,0.45,0.95,0.1,0.3,1.3144109067038467,0.7726591633063796,3.752841197506366,1.3144109067038467,0.7726591633063796,3.752841197506366,,,,,,,0.50083173404712,187151.0
0.0,20.0,440.0,0.45,0.95,0.1,0.3,1.4369152301483565,0.7910099808024067,3.61394068106915,1.4369152301483565,0.7910099808024067,3.61394068106915,,,,,,,0.50166346809424,187151.0
0.0,20.0,460.0,0.45,0.95,0.1,0.3,1.4075408681147477,0.7807403937190402,3.4833251694807443,1.4075408681147477,0.7807403937190402,3.4833251694807443,,,,,,,0.5008072712810283,187151.0
0.0,20.0,480.0,0.45,0.95,0.1,0.3,1.4886297677477762,0.8025365675551824,3.569453224563754,1.4886297677477762,0.8025365675551824,3.569453224563754,,,,,,,0.5005871063862024,187151.0
0.0,20.0,500.0,0.45,0.95,0.1,0.3,1.5946332178092275,0.8070159117109732,3.5794167993566184,1.5946332178092275,0.8070159117109732,3.5794167993566184,,,,,,,0.5004403297896518,187151.0
1.0,20.0,20.0,0.45,0.95,0.1,0.3,0.8173324910899156,0.6415537747026521,1.6087080236009696,0.8173324910899156,0.6415537747026521,1.6087080236009696,,,,,,,0.5021037978838918,35691.0
1.0,20.0,40.0,0.45,0.95,0.1,0.3,0.8132404675972482,0.6417825990487701,1.6449894450087432,0.8132404675972482,0.6417825990487701,1.6449894450087432,,,,,,,0.5022505744804424,35691.0
1.0,20.0,60.0,0.45,0.95,0.1,0.3,0.8300395356674831,0.6499484877547389,1.9754321984271126,0.8300395356674831,0.6499484877547389,1.9754321984271126,,,,,,,0.50124760107068,35691.0
1.0,20.0,80.0,0.45,0.95,0.1,0.3,0.8524992998287695,0.6575459418848209,1.9272510456429606,0.8524992998287695,0.6575459418848209,1.9272510456429606,,,,,,,0.4998532234034494,35691.0
1.0,20.0,100.0,0.45,0.95,0.1,0.3,0.8808230915338611,0.6681648889191462,2.1673839806882427,0.8808230915338611,0.6681648889191462,2.1673839806882427,,,,,,,0.5005626436201106,35691.0
1.0,20.0,120.0,0.45,0.95,0.1,0.3,0.9103042061528667,0.6749481619521306,2.2824382244937493,0.9103042061528667,0.6749481619521306,2.2824382244937493,,,,,,,0.5005871063862024,35691.0
1.0,20.0,140.0,0.45,0.95,0.1,0.3,0.9094371077282762,0.6765512626147514,2.3419410465893646,0.9094371077282762,0.6765512626147514,2.3419410465893646,,,,,,,0.5000244627660918,35691.0
1.0,20.0,160.0,0.45,0.95,0.1,0.3,0.9501903455018177,0.6851106204530067,2.020262322365529,0.9501903455018177,0.6851106204530067,2.020262322365529,,,,,,,0.5010274361758541,35691.0
1.0,20.0,180.0,0.45,0.95,0.1,0.3,0.9891106989173097,0.6894568149168723,2.07782372896208,0.9891106989173097,0.6894568149168723,2.07782372896208,,,,,,,0.5010029734097624,35691.0
1.0,20.0,200.0,0.45,0.95,0.1,0.3,0.994584227454286,0.6939192512513916,2.357020844747035,0.994584227454286,0.6939192512513916,2.357020844747035,,,,,,,0.49946181914598115,35691.0
1.0,20.0,220.0,0.45,0.95,0.1,0.3,1.0438338032461267,0.7010372085729477,2.2257008413435897,1.0438338032461267,0.7010372085729477,2.2257008413435897,,,,,,,0.4997064468068988,35691.0
1.0,20.0,240.0,0.45,0.95,0.1,0.3,1.0809712073337727,0.7106202023140021,2.3369451603114153,1.0809712073337727,0.7106202023140021,2.3369451603114153,,,,,,,0.49997553723390825,35691.0
1.0,20.0,260.0,0.45,0.95,0.1,0.3,1.1377068554871885,0.7216639623382188,2.179446178632858,1.1377068554871885,0.7216639623382188,2.179446178632858,,,,,,,0.5003180159591929,35691.0
1.0,20.0,280.0,0.45,0.95,0.1,0.3,1.137881724946335,0.7195637743654506,2.3674046876000037,1.137881724946335,0.7195637743654506,2.3674046876000037,,,,,,,0.5006115691522941,35691.0
1.0,20.0,300.0,0.45,0.95,0.1,0.3,1.178918017787419,0.7209190733465644,2.378355231000124,1.178918017787419,0.7209190733465644,2.378355231000124,,,,,,,0.5012231383045883,35691.0
