ROUND,WINDOW,NEURONS,LEAK,SPARSITY,SCALE,RADIUS,MSE,RMSE,MAPE,MSE(X),RMSE(X),MAPE(X),MSE(Y),RMSE(Y),MAPE(Y),MSE(Z),RMSE(Z),MAPE(Z),FRAMEWORK
0.0,1.0,20.0,0.55,0.95,0.1,0.1,5.129529294237083e-07,0.0004992626727626559,0.002179366442183675,3.2093259202606315e-09,5.665091279282825e-05,0.00020985654667119368,9.113737703127094e-08,0.00030188967692067734,0.00169566460840004,1.4445120853195932e-06,0.0012018785651302685,0.0046325781714797905,111363.0
0.0,1.0,40.0,0.55,0.95,0.1,0.1,3.1138936117652373e-07,0.00040152329385692917,0.001481500772478568,3.0052287019716735e-09,5.481996627116505e-05,0.00018437490526900698,3.410670949310048e-08,0.00018468001920375816,0.0007680232429781135,8.97056145334499e-07,0.0009471304795721121,0.003492104169188584,111363.0
0.0,1.0,60.0,0.55,0.95,0.1,0.1,2.6055515342795174e-07,0.0003595351588231212,0.0013008438497009178,2.760087192966492e-09,5.25365319845771e-05,0.00016548471145558255,1.3419874202190197e-08,0.00011584418070058676,0.0005256849904116721,7.654854988886983e-07,0.0008749202814478005,0.003211361847235499,111363.0
0.0,1.0,80.0,0.55,0.95,0.1,0.1,2.3242821567337812e-07,0.0003406178875386882,0.0012979039091588227,2.7085778636103813e-09,5.204399930453444e-05,0.00016697313285892208,1.3008222157348043e-08,0.00011405359335570292,0.0006096271962964992,6.81567846999176e-07,0.0008255712246676092,0.003117111398321047,111363.0
0.0,1.0,100.0,0.55,0.95,0.1,0.1,1.5256309365401784e-07,0.00028107879680218677,0.0011077870951904558,2.6652768345121328e-09,5.1626319203601305e-05,0.00016035872871927452,1.1067638218363051e-08,0.00010520284320474923,0.000506852365019568,4.439563659091784e-07,0.0006663005072106567,0.002656150191832525,111363.0
0.0,1.0,120.0,0.55,0.95,0.1,0.1,1.5658316009364404e-07,0.00028928950080579324,0.001173179394705595,2.614153340836606e-09,5.112879170131645e-05,0.00016011206451657314,1.0128600417668484e-08,0.00010064094801654287,0.0004999105877622307,4.57006726522427e-07,0.000676022726335755,0.0028595155318379803,111363.0
0.0,1.0,140.0,0.55,0.95,0.1,0.1,1.4153691914995482e-07,0.0002746653864336855,0.0011033138580426283,2.5847738224516153e-09,5.084067094808659e-05,0.00015692328885827614,8.718900774386998e-09,9.337505434743799e-05,0.0004711113682057646,4.133070828530259e-07,0.0006428896350486807,0.0026819069170638445,111363.0
0.0,1.0,160.0,0.55,0.95,0.1,0.1,1.272619041311718e-07,0.0002634891256447285,0.0010662541345954368,2.586745748968966e-09,5.086006044991459e-05,0.00015815886398408522,8.663544242869664e-09,9.30781620084414e-05,0.00046752910577377207,3.7053542240167684e-07,0.0006087162084269458,0.0025730744340284528,111363.0
0.0,1.0,180.0,0.55,0.95,0.1,0.1,1.1157561581918635e-07,0.0002468289954264635,0.0010285122923400808,2.568440944534606e-09,5.067978832369573e-05,0.00015707623664333554,7.188917130675316e-09,8.478748215789472e-05,0.00045326597793070533,3.249694893823491e-07,0.0005700609523396153,0.0024751946624462016,111363.0
0.0,1.0,200.0,0.55,0.95,0.1,0.1,1.0795956129378921e-07,0.00024254757433518585,0.0009819510585192283,2.5641092796185207e-09,5.0637034664546864e-05,0.0001597491014421979,6.565060423355882e-09,8.102506046499368e-05,0.0004291395325917859,3.1474951417839326e-07,0.0005610254131306293,0.002356964541523701,111363.0
