-5.034501239632306335e-01,-5.007215825151499766e-01
1.103570401187566885e+00,-5.007215825151499766e-01
-9.766443369022757004e-01,1.102248278949157001e+00
1.248177744751023832e+00,-9.768256751386930059e-01
-1.325001525224459131e+00,1.250335159892515868e+00
3.160618623394865767e-01,-1.325833683324683321e+00
-1.182818225856310974e-02,3.102362982040041683e-01
1.098274981212666424e+00,-1.419253711241778328e-02
-8.522584059595592620e-01,1.096842604472405114e+00
1.456887898505778489e+00,-8.513691629145204720e-01
-1.606959380793876901e+00,1.465703097806568600e+00
-7.235740887004752375e-01,-1.603030852453001698e+00
4.629270085302489846e-01,-7.215989987604312095e-01
2.161312091297191637e-02,4.563262415659327664e-01
1.106663872072635169e+00,1.882329037273264977e-02
-8.589583918189539480e-01,1.105406712747681874e+00
1.450024456128559125e+00,-8.581291877397436707e-01
-1.598331866383706501e+00,1.458589323339605892e+00
-6.908304807618033117e-01,-1.594644283460992407e+00
4.891414102177781831e-01,-6.886249491374734077e-01
-8.834352738283087619e-03,4.824682605898378829e-01
1.153241169019353363e+00,-1.123715390106428715e-02
-9.435616781366235051e-01,1.153011809623211814e+00
1.326501700597643385e+00,-9.434740180693069744e-01
-1.434471113379164331e+00,1.330927813595147446e+00
-7.085781597609946969e-02,-1.434170965987385138e+00
4.083282979280216107e-01,-7.245420638034631711e-02
3.450075012701402377e-01,4.019447312980705123e-01
6.052913400347840200e-01,3.389823389979237378e-01
1.244517052384000871e-01,5.985625470911557500e-01
1.013935697646046741e+00,1.204299027535555844e-01
-6.771479980543876342e-01,1.010907517073579731e+00
1.607604864697248281e+00,-6.748549697014539772e-01
-1.791222150277838043e+00,1.622465052590523760e+00
-1.423617306799576765e+00,-1.780484235666077719e+00
-9.512994663431030284e-01,-1.423466900058078410e+00
3.054990335418141245e-01,-9.512762416052242820e-01
1.740752975172412675e-01,2.997516210749618937e-01
8.438143704565508330e-01,1.695152328926985419e-01
-3.619264098928431928e-01,8.384605338505772831e-01
1.574146339327121336e+00,-3.600419689715808613e-01
-1.678867052408818950e+00,1.587573576535425079e+00
-9.866958309506148606e-01,-1.672667330990037948e+00
1.112364573146237823e-01,-9.869551595963655943e-01
4.285907653268127837e-01,1.073649113840001029e-01
3.694982606650935586e-01,4.221163390228191981e-01
