1.116959564919040304e-01,9.864566021488981040e-02,-3.518145297194369192e+00
1.132854646242123647e-01,1.275590222229125992e-01,-3.522684255112214391e+00
1.178718500821476500e-01,1.569450724274520648e-01,-3.526231375707625126e+00
1.252582207760979116e-01,1.874792029067799681e-01,-3.528632087652057159e+00
1.353372631222047040e-01,2.197944926089507867e-01,-3.529665835095936455e+00
1.480791223476767282e-01,2.545004822444245640e-01,-3.529040727406108857e+00
1.635223118467191705e-01,2.921991123869834284e-01,-3.526383983089110163e+00
1.817671480315433963e-01,3.334981852777213485e-01,-3.521228758963368843e+00
2.029710974260045264e-01,3.790227604217150659e-01,-3.512998195528622247e+00
2.273457607378159273e-01,4.294244465377524134e-01,-3.500987167939749511e+00
2.551550104053983969e-01,4.853885862758441361e-01,-3.484342806992761332e+00
2.867139646682474452e-01,5.476389187466491615e-01,-3.462045026194856323e+00
3.223884010698661040e-01,6.169390592055598033e-01,-3.432888704094164467e+00
3.625941652886456867e-01,6.940896932179887457e-01,-3.395469395034313997e+00
4.077960313623827937e-01,7.799198786822054696e-01,-3.348174515524924288e+00
4.585053067145947736e-01,8.752701525176578290e-01,-3.289181663569073599e+00
5.152752432098478552e-01,9.809642574035214446e-01,-3.216465265452983946e+00
5.786930208437669476e-01,1.097765294828010774e+00,-3.127812334965754282e+00
6.493666388979905113e-01,1.226310788331466783e+00,-3.020848242819258456e+00
7.279045611580732267e-01,1.367019898312494819e+00,-2.893074487337293110e+00
8.148853515816558701e-01,1.519964884349433110e+00,-2.741922738081036481e+00
9.108139371696717390e-01,1.684698514789121804e+00,-2.564832581643547993e+00
1.016060550168388588e+00,1.860030242175484849e+00,-2.359364218590262574e+00
1.130778238679871706e+00,2.043748288319152451e+00,-2.123360245716140682e+00
1.254795347628879565e+00,2.232294220378828520e+00,-1.855172061307168274e+00
1.387481302406415873e+00,2.420413821207135552e+00,-1.553963974395536907e+00
1.527588151687052420e+00,2.600835518017452941e+00,-1.220100405958196133e+00
1.673077651959620216e+00,2.764065482675491126e+00,-8.556048348312303986e-01
1.820954769495026548e+00,2.898431716228116350e+00,-4.646516277525067351e-01
1.967142872387774188e+00,2.990542998761178684e+00,-5.401295867554230939e-02
2.106450810909202609e+00,3.026324597387180848e+00,3.666617757376001707e-01
2.232691407138716500e+00,2.992713783989822129e+00,7.848924591121887451e-01
2.339005227455894342e+00,2.879915778973612284e+00,1.185900548669901688e+00
2.418413237446564334e+00,2.683847889829732658e+00,1.553725151842015206e+00
2.464563795159055104e+00,2.408128529209897284e+00,1.872879851952193198e+00
2.472564801453557948e+00,2.064859309438098034e+00,2.130311980540650740e+00
2.439728840195414694e+00,1.673659617465480309e+00,2.317247467562576713e+00
2.366044074151458787e+00,1.258953390555316298e+00,2.430443944812495261e+00
2.254237634013580127e+00,8.461643540207188785e-01,2.472496513600543455e+00
2.109408615063459891e+00,4.579041615349999095e-01,2.451117735395658137e+00
1.938328798566616440e+00,1.112187953841056454e-01,2.377624527594681236e+00
1.748588818711799053e+00,-1.834025140094419082e-01,2.265069072207668732e+00
1.547777780899093569e+00,-4.230943829410583890e-01,2.126472777425167493e+00
1.342834966452481682e+00,-6.103046256547145498e-01,1.973489642884751705e+00
1.139636447649941209e+00,-7.504147086920701648e-01,1.815629100270078622e+00
9.428111146796559483e-01,-8.504878785782348238e-01,1.659998788656715796e+00
7.557383553721513936e-01,-9.180447245513846388e-01,1.511430836217755980e+00
5.806649283366006609e-01,-9.602251499186567063e-01,1.372830719589376081e+00
4.188837963809519671e-01,-9.833244805837420000e-01,1.245611977883230193e+00
2.709319448983076861e-01,-9.926117679744116407e-01,1.130122654837135032e+00
1.367808277704960773e-01,-9.923295331611324821e-01,1.026012042750184428e+00
1.600948921517111531e-02,-9.857922657136994893e-01,9.325183554601993441e-01
-9.205610768668308352e-02,-9.755263352927012743e-01,8.486783021459094467e-01
-1.884144300759903190e-01,-9.634163520637825107e-01,7.734696369856848275e-01
-2.741523669475873781e-01,-9.508395538270570935e-01,7.059012129111179590e-01
-3.503279239310884696e-01,-9.387804960611417782e-01,6.450646339784262828e-01
-4.179691722173788926e-01,-9.279245033773853013e-01,5.901594088935576687e-01
-4.780587914090424495e-01,-9.187314749080059961e-01,5.405008236475491445e-01
-5.315211985529113559e-01,-9.114929175538800665e-01,4.955172500651979228e-01
-5.792142686143161301e-01,-9.063753360165474060e-01,4.547415448826960804e-01
-6.219250620495441195e-01,-9.034528617305903619e-01,4.177995991163653278e-01
-6.603685961035971053e-01,-9.027315480515711865e-01,3.843979565873091864e-01
-6.951887649789307844e-01,-9.041673142619078840e-01,3.543116485010968097e-01
-7.269606982014263918e-01,-9.076790857063784523e-01,3.273728463011444378e-01
-7.561940383041506619e-01,-9.131582694895363783e-01,3.034605791863433932e-01
-7.833367064468022001e-01,-9.204755169037804885e-01,2.824915993664026681e-01
-8.087788924506215116e-01,-9.294854231816654933e-01,2.644123124221462451e-01
-8.328570598684019721e-01,-9.400296870472849564e-01,2.491916502484872731e-01
-8.558578275684344261e-01,-9.519391373226342434e-01,2.368147347076514642e-01
-8.780216433491290218e-01,-9.650349330604640619e-01,2.272771799378532076e-01
-8.995461944174428792e-01,-9.791291996250517382e-01,2.205798910017441605e-01
-9.205895345634502736e-01,-9.940253132159759808e-01,2.167242394606230527e-01
-9.412729303111716517e-01,-1.009518011874526389e+00,2.157075262954145090e-01
-9.616834438105866800e-01,-1.025393501781872718e+00,2.175186674632671735e-01
-9.818762825619516965e-01,-1.041429686945864130e+00,2.221340796635890291e-01
-1.001876967019079689e+00,-1.057396694391756320e+00,2.295137463587232640e-01
-1.021683365816260514e+00,-1.073057774179063451e+00,2.395975218467065460e-01
-1.041267661064167127e+00,-1.088170705984117692e+00,2.523017163903922833e-01
-1.060578309548790621e+00,-1.102489792349800712e+00,2.675160590681538997e-01
-1.079542067841679831e+00,-1.115768504552715479e+00,2.851011464769059867e-01
-1.098066148017645904e+00,-1.127762814966464466e+00,3.048865060077338707e-01
-1.116040567536581651e+00,-1.138235210956369592e+00,3.266694158231794320e-01
-1.133340732476342927e+00,-1.146959344848269780e+00,3.502145794871389106e-01
-1.149830330074358420e+00,-1.153725223818143686e+00,3.752548641720736544e-01
-1.165364508131016885e+00,-1.158344767893267679e+00,4.014931067710173496e-01
-1.179793371391492762e+00,-1.160657555981911226e+00,4.286050969721332815e-01
-1.192965762944971253e+00,-1.160536491412649918e+00,4.562437438545020041e-01
-1.204733284680199468e+00,-1.157893118453701575e+00,4.840443785997360360e-01
-1.214954450830909805e+00,-1.152682134189859209e+00,5.116310846229588094e-01
-1.223498910244738669e+00,-1.144905087064433058e+00,5.386238386695667568e-01
-1.230251577356675341e+00,-1.134612605010886455e+00,5.646462875868194509e-01
-1.235116533214343892e+00,-1.121905176301736695e+00,5.893337959199501652e-01
-1.238020543039737298e+00,-1.106932186287615583e+00,6.123414792542618557e-01
-1.238916040725078549e+00,-1.089889196281499606e+00,6.333518392161872068e-01
-1.237783437421909882e+00,-1.071013487250346286e+00,6.520816825379526227e-01
-1.234632637454370796e+00,-1.050578042491890463e+00,6.682879800408541016e-01
-1.229503695029650068e+00,-1.028884221760364426e+00,6.817724645586578092e-01
-1.222466553594963701e+00,-1.006253492094622892e+00,6.923847292342069082e-01
-1.213619890818075975e+00,-9.830186278545188783e-01,7.000237784208787062e-01
-1.203089111796769473e+00,-9.595148224109083523e-01,7.046380074207848621e-01
-1.191023592536688769e+00,-9.360711475065341958e-01,7.062237135672190247e-01
-1.177593300939827614e+00,-9.130027502578521581e-01,7.048222996912643090e-01
