Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2000-01-03,0.3337524207310122,0.30355577314106347,0.29560928693318234,0.2971985841747586,,16005379.06365014
2000-01-04,0.30514507038264,0.2892520979668774,0.2860735034837249,0.30514507038264,,18784871.297442824
2000-01-05,0.3099129621073686,0.3099129621073686,0.2765377200342675,0.2876628007253013,,14264040.063092353
2000-01-06,0.31627015107367357,0.3115022593489449,0.3067343676242166,0.3083236648657927,,35917737.010642484
2000-01-07,0.3226273400399784,0.3130915565905212,0.3099129621073686,0.31785944831525,,17461461.197149955
2000-01-10,0.3289845290062838,0.32421663728155475,0.319448745556826,0.3210380427984024,,17091055.115289625
2000-01-11,0.3305738262478599,0.3226273400399784,0.3210380427984024,0.3305738262478599,,11634425.070636278
2000-01-12,0.3258059345231313,0.31468085383209743,0.3130915565905212,0.3258059345231313,,6470717.692944611
2000-01-13,0.32739523176470764,0.3115022593489449,0.3083236648657927,0.3258059345231313,,16412466.16941637
2000-01-14,0.319448745556826,0.3115022593489449,0.3067343676242166,0.3115022593489449,,16617252.130257037
2000-01-17,0.3258059345231313,0.3258059345231313,0.3099129621073686,0.3099129621073686,,8022185.340373049
2000-01-18,0.3226273400399784,0.31468085383209743,0.3099129621073686,0.3226273400399784,,9867366.797301672
2000-01-19,0.31627015107367357,0.3115022593489449,0.3067343676242166,0.31627015107367357,,8107403.101821332
2000-01-20,0.31627015107367357,0.30514507038264,0.30196647589948744,0.3099129621073686,,6861173.668740886
2000-01-21,0.3115022593489449,0.29878788141633494,0.29401998969160603,0.3115022593489449,,5792420.07031657
2000-01-24,0.30196647589948744,0.29243069245002973,0.29243069245002973,0.30196647589948744,,3851438.9634734625
2000-01-26,0.29560928693318234,0.2892520979668774,0.2876628007253013,0.290841395208454,,11406527.465674551
2000-01-27,0.2971985841747586,0.2876628007253013,0.2860735034837249,0.29243069245002973,,7706639.424142601
2000-01-28,0.2892520979668774,0.28130561175899627,0.27812701727584366,0.2892520979668774,,6884325.298405389
2000-01-31,0.2828949090005727,0.27018053106796275,0.26223404486008095,0.28130561175899627,,8790070.573127726
2000-02-01,0.27812701727584366,0.2765377200342675,0.27018053106796275,0.27018053106796275,,14700153.817301752
2000-02-02,0.28130561175899627,0.2765377200342675,0.27494842279269116,0.27812701727584366,,17609713.311755847
2000-02-03,0.2860735034837249,0.27494842279269116,0.27494842279269116,0.27812701727584366,,16794005.369020615
2000-02-04,0.27971631451742,0.27812701727584366,0.27494842279269116,0.27971631451742,,15703985.173695
2000-02-07,0.29560928693318234,0.29401998969160603,0.27971631451742,0.27971631451742,,12728726.57522257
2000-02-08,0.30196647589948744,0.29401998969160603,0.29401998969160603,0.29878788141633494,,12313422.440274905
2000-02-09,0.29878788141633494,0.2860735034837249,0.2844842062421489,0.2971985841747586,,9647477.725473344
2000-02-10,0.2860735034837249,0.2844842062421489,0.27812701727584366,0.2860735034837249,,18851607.169480916
2000-02-11,0.2860735034837249,0.27812701727584366,0.2765377200342675,0.2860735034837249,,6733319.893521112
2000-02-14,0.2844842062421489,0.27018053106796275,0.27018053106796275,0.2844842062421489,,8573020.474885197
2000-02-15,0.27494842279269116,0.26700193658481014,0.2638233421016574,0.27494842279269116,,10701128.212910013
2000-02-16,0.27971631451742,0.27018053106796275,0.26700193658481014,0.2765377200342675,,19236316.651459653
2000-02-17,0.2860735034837249,0.27812701727584366,0.2717698283095387,0.2765377200342675,,9772949.504746879
2000-02-18,0.2765377200342675,0.2717698283095387,0.2685912338263862,0.2765377200342675,,9238628.399684543
