Date,HIGH,CLOSE,LOW,OPEN
2004-06-01,1122.7,1121.2,1113.32,1120.68
2004-06-02,1128.1,1124.99,1118.64,1121.2
2004-06-03,1125.31,1116.64,1116.56,1124.99
2004-06-04,1129.17,1122.5,1116.64,1116.64
2004-06-07,1140.54,1140.42,1122.5,1122.5
2004-06-08,1142.18,1142.18,1135.45,1140.42
2004-06-09,1142.18,1131.33,1131.16,1142.18
2004-06-10,1136.47,1136.47,1131.33,1131.33
2004-06-14,1136.47,1125.29,1122.16,1136.47
2004-06-15,1137.36,1132.01,1125.29,1125.29
2004-06-16,1135.28,1133.56,1130.55,1132.01
2004-06-17,1133.56,1132.05,1126.88,1133.56
2004-06-18,1139.08,1135.02,1129.82,1132.05
2004-06-21,1138.05,1130.3,1129.64,1135.02
2004-06-22,1135.05,1134.41,1124.37,1130.3
2004-06-23,1145.16,1144.06,1131.73,1134.41
2004-06-24,1146.34,1140.65,1139.94,1144.06
2004-06-25,1145.97,1134.43,1134.24,1140.65
2004-06-28,1142.6,1133.35,1131.62,1134.43
2004-06-29,1138.26,1136.2,1131.81,1133.35
2004-06-30,1144.22,1140.84,1133.62,1136.2
2004-07-01,1140.84,1128.94,1123.06,1140.84
2004-07-02,1129.18,1125.38,1123.26,1128.94
2004-07-06,1125.38,1116.21,1113.21,1125.38
2004-07-07,1122.37,1118.33,1114.92,1116.21
2004-07-08,1119.12,1109.11,1108.72,1118.33
2004-07-09,1115.57,1112.81,1109.11,1109.11
2004-07-12,1116.11,1114.35,1106.71,1112.81
2004-07-13,1116.3,1115.14,1112.99,1114.35
2004-07-14,1119.6,1111.47,1107.83,1115.14
2004-07-15,1114.67,1106.69,1106.6,1111.47
2004-07-16,1112.17,1101.39,1101.07,1106.69
2004-07-19,1105.52,1100.9,1096.55,1101.39
2004-07-20,1108.88,1108.67,1099.1,1100.9
2004-07-21,1116.27,1093.88,1093.88,1108.67
2004-07-22,1099.69,1096.84,1084.16,1093.88
2004-07-23,1096.84,1086.2,1083.49,1096.84
2004-07-26,1089.82,1084.07,1078.78,1086.2
2004-07-27,1096.65,1094.83,1084.07,1084.07
2004-07-28,1098.84,1095.42,1082.17,1094.83
2004-07-29,1103.71,1100.43,1095.42,1095.42
2004-07-30,1103.73,1101.72,1096.96,1100.43
2004-08-02,1108.6,1106.62,1097.34,1101.72
2004-08-03,1106.62,1099.69,1099.2,1106.62
2004-08-04,1102.45,1098.63,1092.4,1099.69
2004-08-05,1098.83,1080.7,1079.98,1098.63
2004-08-06,1080.7,1063.97,1062.23,1080.7
2004-08-09,1069.46,1065.22,1063.97,1063.97
2004-08-10,1079.04,1079.04,1065.22,1065.22
2004-08-11,1079.04,1075.79,1065.92,1079.04
2004-08-12,1075.79,1063.23,1062.82,1075.79
2004-08-13,1067.58,1064.8,1060.72,1063.23
2004-08-16,1080.66,1079.34,1064.8,1064.8
2004-08-17,1086.96,1081.71,1079.34,1079.34
2004-08-18,1095.17,1095.17,1078.93,1081.71
2004-08-19,1095.17,1091.23,1086.28,1095.17
2004-08-20,1100.26,1098.35,1089.57,1091.23
2004-08-23,1101.4,1095.68,1094.73,1098.35
2004-08-24,1100.94,1096.19,1092.82,1095.68
2004-08-25,1106.29,1104.96,1093.24,1096.19
2004-08-26,1106.78,1105.09,1102.43,1104.96
2004-08-27,1109.68,1107.77,1104.61,1105.09
2004-08-30,1107.77,1099.15,1099.15,1107.77
2004-08-31,1104.24,1104.24,1094.72,1099.15
2004-09-01,1109.25,1105.91,1099.11,1104.24
2004-09-02,1119.11,1118.31,1105.6,1105.91
2004-09-03,1120.8,1113.63,1113.57,1118.31
2004-09-07,1124.08,1121.3,1113.63,1113.63
2004-09-08,1123.05,1116.27,1116.27,1121.3
2004-09-09,1121.3,1118.38,1113.62,1116.27
2004-09-10,1125.26,1123.92,1114.39,1118.38
2004-09-13,1129.78,1125.82,1123.35,1123.92
2004-09-14,1129.46,1128.33,1124.72,1125.82
2004-09-15,1128.33,1120.37,1119.74,1128.33
2004-09-16,1126.06,1123.5,1120.37,1120.37
2004-09-17,1130.48,1128.55,1123.5,1123.5
2004-09-20,1128.55,1122.2,1120.34,1128.55
2004-09-21,1131.54,1129.3,1122.2,1122.2
2004-09-22,1129.3,1113.56,1112.67,1129.3
2004-09-23,1113.61,1108.36,1108.05,1113.56
2004-09-24,1113.81,1110.11,1108.36,1108.36
2004-09-27,1110.11,1103.52,1103.24,1110.11
2004-09-28,1111.77,1110.06,1101.29,1103.52
2004-09-29,1114.8,1114.8,1107.36,1110.06
2004-09-30,1116.31,1114.58,1109.61,1114.8
2004-10-01,1131.64,1131.5,1114.58,1114.58
2004-10-04,1140.19,1135.17,1131.5,1131.5
2004-10-05,1137.87,1134.48,1132.03,1135.17
2004-10-06,1142.05,1142.05,1132.94,1134.48
2004-10-07,1142.05,1130.65,1130.46,1142.05
2004-10-08,1132.92,1122.14,1120.19,1130.65
2004-10-11,1126.2,1124.39,1122.14,1122.14
2004-10-12,1124.39,1121.84,1115.77,1124.39
2004-10-13,1127.01,1113.65,1109.63,1121.84
2004-10-14,1114.97,1103.29,1102.06,1113.65
2004-10-15,1113.17,1108.2,1102.14,1103.29
2004-10-18,1114.46,1114.02,1103.33,1108.2
2004-10-19,1118.03,1103.23,1103.15,1114.02
2004-10-20,1104.09,1103.66,1094.25,1103.23
2004-10-21,1108.96,1106.49,1098.47,1103.66
2004-10-22,1108.32,1095.74,1095.29,1106.49
2004-10-25,1096.81,1094.81,1090.19,1095.74
2004-10-26,1111.1,1111.09,1094.81,1094.81
2004-10-27,1126.29,1125.4,1107.43,1111.09
2004-10-28,1130.67,1127.44,1120.57,1125.34
2004-10-29,1131.44,1130.2,1124.62,1127.44
2004-11-01,1133.43,1130.51,1127.53,1130.2
2004-11-02,1140.48,1130.54,1128.12,1130.51
2004-11-03,1147.6,1143.2,1130.54,1130.54
2004-11-04,1161.67,1161.67,1142.34,1143.2
2004-11-05,1170.87,1166.17,1160.36,1161.67
2004-11-08,1166.86,1164.89,1162.32,1166.17
2004-11-09,1168.97,1164.08,1162.48,1164.89
2004-11-10,1169.35,1162.91,1162.51,1164.08
2004-11-11,1174.82,1173.48,1162.91,1162.91
2004-11-12,1184.17,1184.17,1171.39,1173.48
2004-11-15,1184.48,1183.81,1179.85,1184.17
2004-11-16,1183.81,1175.43,1175.32,1183.81
2004-11-17,1188.46,1181.94,1175.43,1175.43
2004-11-18,1184.9,1183.55,1180.09,1181.94
2004-11-19,1184.0,1170.34,1169.17,1183.55
2004-11-22,1178.18,1177.24,1167.89,1170.34
2004-11-23,1179.52,1176.94,1171.41,1177.24
2004-11-24,1182.46,1181.76,1176.94,1176.94
2004-11-26,1186.62,1182.65,1181.08,1181.76
2004-11-29,1186.94,1178.57,1172.37,1182.65
2004-11-30,1178.66,1173.82,1173.81,1178.57
2004-12-01,1191.37,1191.37,1173.78,1173.78
2004-12-02,1194.81,1190.33,1186.66,1191.37
2004-12-03,1197.46,1191.17,1187.7,1190.33
2004-12-06,1192.41,1190.25,1185.18,1191.17
2004-12-07,1192.19,1177.07,1177.07,1190.25
2004-12-08,1184.05,1182.81,1176.8,1177.07
2004-12-09,1190.51,1189.24,1173.76,1182.81
2004-12-10,1191.45,1188.0,1185.24,1189.24
2004-12-13,1198.77,1198.68,1188.0,1188.0
2004-12-14,1205.29,1203.38,1197.84,1198.68
2004-12-15,1206.61,1205.72,1199.44,1203.38
2004-12-16,1207.97,1203.21,1198.41,1205.72
2004-12-17,1203.21,1194.22,1193.44,1203.21
2004-12-20,1203.64,1194.65,1193.36,1194.2
2004-12-21,1205.93,1205.45,1194.65,1194.65
2004-12-22,1211.42,1209.57,1203.81,1205.45
2004-12-23,1213.66,1210.13,1208.71,1209.57
2004-12-27,1214.17,1204.92,1204.92,1210.13
2004-12-28,1213.54,1213.54,1204.92,1204.92
2004-12-29,1213.95,1213.45,1210.95,1213.54
2004-12-30,1216.47,1213.55,1213.41,1213.45
2004-12-31,1217.33,1211.92,1211.65,1213.55
2005-01-03,1217.9,1202.08,1200.3,1211.92
2005-01-04,1205.84,1188.05,1185.39,1202.08
2005-01-05,1192.75,1183.74,1183.72,1188.05
2005-01-06,1191.63,1187.89,1183.23,1183.74
2005-01-07,1192.2,1186.19,1182.11,1187.89
2005-01-10,1194.78,1190.25,1184.8,1186.19
2005-01-11,1190.25,1182.99,1180.43,1190.25
2005-01-12,1187.98,1187.7,1175.64,1182.99
2005-01-13,1187.7,1177.45,1175.61,1187.7
2005-01-14,1185.21,1184.52,1177.45,1177.45
2005-01-18,1195.98,1195.98,1180.1,1184.52
2005-01-19,1195.98,1184.63,1184.37,1195.98
2005-01-20,1184.63,1175.41,1173.39,1184.63
2005-01-21,1179.55,1167.87,1167.82,1175.41
2005-01-24,1173.17,1163.75,1163.75,1167.87
2005-01-25,1174.3,1168.41,1163.75,1163.75
2005-01-26,1175.99,1174.07,1168.41,1168.41
2005-01-27,1177.5,1174.55,1170.15,1174.07
2005-01-28,1175.63,1171.36,1166.3,1174.55
2005-01-31,1182.07,1181.27,1171.36,1171.36
2005-02-01,1190.39,1189.41,1180.95,1181.27
2005-02-02,1195.25,1193.19,1188.92,1189.41
2005-02-03,1193.19,1189.89,1185.63,1193.19
2005-02-04,1203.47,1203.03,1189.67,1189.89
2005-02-07,1204.15,1201.72,1199.27,1203.03
2005-02-08,1205.11,1202.3,1200.16,1201.72
2005-02-09,1203.83,1191.99,1191.54,1202.3
2005-02-10,1198.75,1197.01,1191.54,1191.99
2005-02-11,1208.38,1205.3,1193.28,1197.01
2005-02-14,1206.93,1206.14,1203.59,1205.3
2005-02-15,1212.44,1210.12,1205.52,1206.14
2005-02-16,1212.44,1210.34,1205.06,1210.12
2005-02-17,1211.33,1200.75,1200.74,1210.34
2005-02-18,1202.92,1201.59,1197.35,1200.75
2005-02-22,1202.48,1184.16,1184.16,1201.59
2005-02-23,1193.52,1190.8,1184.16,1184.16
2005-02-24,1200.42,1200.2,1187.8,1190.8
2005-02-25,1212.15,1211.37,1199.61,1200.2
2005-02-28,1211.37,1203.6,1198.13,1211.37
2005-03-01,1212.25,1210.41,1203.6,1203.6
2005-03-02,1215.79,1210.08,1204.22,1210.41
2005-03-03,1215.72,1210.47,1204.45,1210.08
2005-03-04,1224.76,1222.12,1210.47,1210.47
2005-03-07,1229.11,1225.31,1222.12,1222.12
2005-03-08,1225.69,1219.43,1218.57,1225.31
2005-03-09,1219.43,1207.01,1206.66,1219.43
2005-03-10,1211.23,1209.25,1201.41,1207.01
2005-03-11,1213.04,1200.08,1198.15,1209.25
2005-03-14,1206.83,1206.83,1199.51,1200.08
2005-03-15,1210.54,1197.75,1197.75,1206.83
2005-03-16,1197.75,1188.07,1185.61,1197.75
2005-03-17,1193.28,1190.21,1186.34,1188.07
2005-03-18,1191.98,1189.65,1182.78,1190.21
2005-03-21,1189.65,1183.78,1178.82,1189.65
2005-03-22,1189.59,1171.71,1171.63,1183.78
2005-03-23,1176.26,1172.53,1168.7,1171.71
2005-03-24,1180.11,1171.42,1171.42,1172.53
2005-03-28,1179.91,1174.28,1171.42,1171.42
2005-03-29,1179.39,1165.36,1163.69,1174.28
2005-03-30,1181.54,1181.41,1165.36,1165.36
2005-03-31,1184.53,1180.59,1179.49,1181.41
2005-04-01,1189.8,1172.92,1169.91,1180.59
2005-04-04,1178.61,1176.12,1167.72,1172.79
2005-04-05,1183.56,1181.39,1176.12,1176.12
2005-04-06,1189.34,1184.07,1181.39,1181.39
2005-04-07,1191.88,1191.14,1183.81,1184.07
2005-04-08,1191.75,1181.2,1181.13,1191.14
2005-04-11,1184.07,1181.21,1178.69,1181.2
2005-04-12,1190.17,1187.76,1170.85,1181.21
2005-04-13,1187.76,1173.79,1171.4,1187.76
2005-04-14,1174.67,1162.05,1161.7,1173.79
2005-04-15,1162.05,1142.62,1141.92,1162.05
2005-04-18,1148.92,1145.98,1139.8,1142.62
2005-04-19,1154.67,1152.78,1145.98,1145.98
2005-04-20,1155.5,1137.5,1136.15,1152.78
2005-04-21,1159.95,1159.95,1137.5,1137.5
2005-04-22,1159.95,1152.12,1142.95,1159.95
2005-04-25,1164.05,1162.1,1152.12,1152.12
2005-04-26,1164.8,1151.74,1151.74,1162.1
2005-04-27,1159.87,1156.38,1144.42,1151.74
2005-04-28,1156.38,1143.22,1143.22,1156.38
2005-04-29,1156.97,1156.85,1139.19,1143.22
2005-05-02,1162.87,1162.16,1154.71,1156.85
2005-05-03,1166.89,1161.17,1156.71,1162.16
2005-05-04,1176.01,1175.65,1161.17,1161.17
2005-05-05,1178.62,1172.63,1166.77,1175.65
2005-05-06,1177.75,1171.35,1170.5,1172.63
2005-05-09,1178.87,1178.84,1169.38,1171.35
2005-05-10,1178.84,1166.22,1162.98,1178.84
2005-05-11,1171.77,1171.11,1157.71,1166.22
2005-05-12,1173.37,1159.36,1157.76,1171.11
2005-05-13,1163.75,1154.05,1146.18,1159.36
2005-05-16,1165.75,1165.69,1153.64,1154.05
2005-05-17,1174.35,1173.8,1159.86,1165.69
2005-05-18,1187.9,1185.56,1173.8,1173.8
2005-05-19,1191.09,1191.08,1184.49,1185.56
2005-05-20,1191.22,1189.28,1185.19,1191.08
2005-05-23,1197.44,1193.86,1188.76,1189.28
2005-05-24,1195.29,1194.07,1189.87,1193.86
2005-05-25,1194.07,1190.01,1185.96,1194.07
2005-05-26,1198.95,1197.62,1190.01,1190.01
2005-05-27,1199.56,1198.78,1195.28,1197.62
2005-05-31,1198.78,1191.5,1191.5,1198.78
2005-06-01,1205.64,1202.27,1191.03,1191.5
2005-06-02,1204.67,1204.29,1198.42,1202.27
2005-06-03,1205.09,1196.02,1194.55,1204.29
2005-06-06,1198.78,1197.51,1192.75,1196.02
2005-06-07,1208.85,1197.26,1197.26,1197.51
2005-06-08,1201.97,1194.67,1193.33,1197.26
2005-06-09,1201.86,1200.93,1191.09,1194.67
2005-06-10,1202.79,1198.11,1192.64,1200.93
2005-06-13,1206.03,1200.82,1194.51,1198.11
2005-06-14,1207.53,1203.91,1200.18,1200.82
2005-06-15,1208.08,1206.58,1198.66,1203.91
2005-06-16,1212.1,1210.96,1205.47,1206.55
2005-06-17,1219.55,1216.96,1210.93,1210.93
2005-06-20,1219.1,1216.1,1210.65,1216.96
2005-06-21,1217.13,1213.61,1211.86,1216.1
2005-06-22,1219.59,1213.88,1211.69,1213.61
2005-06-23,1216.45,1200.73,1200.72,1213.88
2005-06-24,1200.9,1191.57,1191.45,1200.73
2005-06-27,1194.33,1190.69,1188.3,1191.57
2005-06-28,1202.54,1201.57,1190.69,1190.69
2005-06-29,1204.07,1199.85,1198.7,1201.57
2005-06-30,1203.27,1191.33,1190.51,1199.85
2005-07-01,1197.89,1194.44,1191.33,1191.33
2005-07-05,1206.34,1204.99,1192.49,1194.44
2005-07-06,1206.11,1194.94,1194.78,1204.99
2005-07-07,1198.46,1197.87,1183.55,1194.94
2005-07-08,1212.73,1211.86,1197.2,1197.87
2005-07-11,1220.03,1219.44,1211.86,1211.86
2005-07-12,1225.54,1222.21,1216.6,1219.44
2005-07-13,1224.46,1223.29,1219.64,1222.21
2005-07-14,1233.16,1226.5,1223.29,1223.29
2005-07-15,1229.53,1227.92,1223.5,1226.5
2005-07-18,1227.92,1221.13,1221.13,1227.92
2005-07-19,1230.34,1229.35,1221.13,1221.13
2005-07-20,1236.56,1235.2,1222.91,1229.35
2005-07-21,1235.83,1227.04,1224.7,1235.2
2005-07-22,1234.19,1233.68,1226.15,1227.04
2005-07-25,1238.36,1229.03,1228.15,1233.68
2005-07-26,1234.42,1231.16,1229.03,1229.03
2005-07-27,1237.64,1236.79,1230.15,1231.16
2005-07-28,1245.15,1243.72,1235.81,1236.79
2005-07-29,1245.04,1234.18,1234.18,1243.72
2005-08-01,1239.1,1235.35,1233.8,1234.18
2005-08-02,1244.69,1244.12,1235.35,1235.35
2005-08-03,1245.86,1245.04,1240.57,1244.12
2005-08-04,1245.04,1235.86,1235.15,1245.04
2005-08-05,1235.86,1226.42,1225.62,1235.86
2005-08-08,1232.28,1223.13,1222.67,1226.42
2005-08-09,1234.11,1231.38,1223.13,1223.13
2005-08-10,1242.69,1229.13,1226.58,1231.38
2005-08-11,1237.81,1237.81,1228.33,1229.13
2005-08-12,1237.81,1230.39,1225.87,1237.81
2005-08-15,1236.24,1233.87,1226.2,1230.4
2005-08-16,1233.87,1219.34,1219.05,1233.87
2005-08-17,1225.63,1220.24,1218.07,1219.34
2005-08-18,1222.64,1219.02,1215.93,1220.24
2005-08-19,1225.08,1219.71,1219.02,1219.02
2005-08-22,1228.96,1221.73,1216.47,1219.71
2005-08-23,1223.04,1217.57,1214.44,1221.73
2005-08-24,1224.15,1209.59,1209.37,1217.57
2005-08-25,1213.73,1212.39,1209.57,1209.59
2005-08-26,1212.4,1205.1,1204.23,1212.4
2005-08-29,1214.28,1212.28,1201.53,1205.1
2005-08-30,1212.28,1208.41,1201.07,1212.28
2005-08-31,1220.36,1220.33,1204.4,1208.41
2005-09-01,1227.29,1221.59,1216.18,1220.33
2005-09-02,1224.45,1218.02,1217.75,1221.59
2005-09-06,1233.61,1233.39,1218.02,1218.02
2005-09-07,1237.06,1236.36,1230.93,1233.39
2005-09-08,1236.36,1231.67,1229.51,1236.36
2005-09-09,1243.13,1241.48,1231.67,1231.67
2005-09-12,1242.6,1240.56,1239.15,1241.48
2005-09-13,1240.57,1231.2,1231.2,1240.57
2005-09-14,1234.74,1227.16,1226.16,1231.2
2005-09-15,1231.88,1227.73,1224.85,1227.16
2005-09-16,1237.95,1237.91,1228.42,1228.42
2005-09-19,1237.91,1231.02,1227.65,1237.91
2005-09-20,1236.49,1221.34,1220.07,1231.02
2005-09-21,1221.52,1210.2,1209.89,1221.34
2005-09-22,1216.64,1214.62,1205.35,1210.2
2005-09-23,1218.83,1215.29,1209.8,1214.62
2005-09-26,1222.56,1215.63,1211.84,1215.29
2005-09-27,1220.17,1215.66,1211.11,1215.63
2005-09-28,1220.98,1216.89,1212.72,1215.66
2005-09-29,1228.7,1227.68,1211.54,1216.89
2005-09-30,1229.57,1228.81,1225.22,1227.68
2005-10-03,1233.34,1226.7,1225.15,1228.81
2005-10-04,1229.88,1214.47,1214.02,1226.7
2005-10-05,1214.47,1196.39,1196.25,1214.47
2005-10-06,1202.14,1191.49,1181.92,1196.39
2005-10-07,1199.71,1195.9,1191.46,1191.49
2005-10-10,1196.52,1187.33,1186.12,1195.9
2005-10-11,1193.1,1184.87,1183.16,1187.33
2005-10-12,1190.02,1177.68,1173.65,1184.87
2005-10-13,1179.56,1176.84,1168.2,1177.68
2005-10-14,1187.13,1186.57,1175.44,1176.84
2005-10-17,1191.21,1190.1,1184.48,1186.57
2005-10-18,1190.1,1178.14,1178.13,1190.1
2005-10-19,1195.76,1195.76,1170.55,1178.14
2005-10-20,1197.3,1177.8,1173.3,1195.76
2005-10-21,1186.46,1179.59,1174.92,1177.8
2005-10-24,1199.39,1199.38,1179.59,1179.59
2005-10-25,1201.3,1196.54,1189.29,1199.38
2005-10-26,1204.01,1191.38,1191.38,1196.54
2005-10-27,1192.65,1178.9,1178.89,1191.38
2005-10-28,1198.41,1198.41,1178.9,1178.9
2005-10-31,1211.43,1207.01,1198.41,1198.41
2005-11-01,1207.34,1202.76,1201.66,1207.01
2005-11-02,1215.17,1214.76,1201.07,1202.76
2005-11-03,1224.7,1219.94,1214.76,1214.76
2005-11-04,1222.52,1220.14,1214.45,1219.94
2005-11-07,1224.18,1222.81,1217.29,1220.14
2005-11-08,1222.81,1218.59,1216.08,1222.81
2005-11-09,1226.59,1220.65,1216.53,1218.59
2005-11-10,1232.41,1230.96,1215.05,1220.65
2005-11-11,1235.7,1234.72,1230.72,1230.96
2005-11-14,1237.2,1233.76,1231.78,1234.72
2005-11-15,1237.94,1229.01,1226.41,1233.76
2005-11-16,1232.24,1231.21,1227.18,1229.01
2005-11-17,1242.96,1242.8,1231.21,1231.21
2005-11-18,1249.58,1248.27,1240.71,1242.8
2005-11-21,1255.89,1254.85,1246.9,1248.27
2005-11-22,1261.9,1261.23,1251.4,1254.85
2005-11-23,1270.64,1265.61,1259.51,1261.23
2005-11-25,1268.78,1268.25,1265.54,1265.61
2005-11-28,1268.44,1257.46,1257.17,1268.25
2005-11-29,1266.18,1257.48,1257.46,1257.46
2005-11-30,1260.93,1249.48,1249.39,1257.48
2005-12-01,1266.17,1264.67,1249.48,1249.48
2005-12-02,1266.85,1265.08,1261.42,1264.67
2005-12-05,1265.08,1262.09,1258.12,1265.08
2005-12-06,1272.89,1263.7,1262.09,1262.09
2005-12-07,1264.85,1257.37,1253.02,1263.7
2005-12-08,1263.36,1255.84,1250.91,1257.37
2005-12-09,1263.08,1259.37,1254.24,1255.84
2005-12-12,1263.86,1260.43,1255.52,1259.37
2005-12-13,1272.11,1267.43,1258.56,1260.43
2005-12-14,1275.8,1272.74,1267.07,1267.43
2005-12-15,1275.17,1270.94,1267.74,1272.74
2005-12-16,1275.24,1267.32,1267.32,1270.94
2005-12-19,1270.51,1259.92,1259.28,1267.32
2005-12-20,1263.86,1259.62,1257.21,1259.92
2005-12-21,1269.37,1262.79,1259.62,1259.62
2005-12-22,1268.19,1268.12,1262.5,1262.79
2005-12-23,1269.76,1268.66,1265.92,1268.12
2005-12-27,1271.83,1256.54,1256.54,1268.66
2005-12-28,1261.1,1258.17,1256.54,1256.54
2005-12-29,1260.61,1254.42,1254.18,1258.17
2005-12-30,1254.42,1248.29,1246.59,1254.42
2006-01-03,1270.22,1268.8,1245.74,1248.29
2006-01-04,1275.37,1273.46,1267.74,1268.8
2006-01-05,1276.91,1273.48,1270.3,1273.46
2006-01-06,1286.09,1285.45,1273.48,1273.48
2006-01-09,1290.78,1290.15,1284.82,1285.45
2006-01-10,1290.15,1289.69,1283.76,1290.15
2006-01-11,1294.9,1294.18,1288.12,1289.72
2006-01-12,1294.18,1286.06,1285.04,1294.18
2006-01-13,1288.96,1287.61,1282.78,1286.06
2006-01-17,1287.61,1282.93,1278.61,1287.61
2006-01-18,1282.93,1277.93,1272.08,1282.93
2006-01-19,1287.79,1285.04,1277.93,1277.93
2006-01-20,1285.04,1261.49,1260.92,1285.04
2006-01-23,1268.19,1263.82,1261.49,1261.49
2006-01-24,1271.47,1266.86,1263.82,1263.82
2006-01-25,1271.87,1264.68,1259.42,1266.86
2006-01-26,1276.44,1273.83,1264.68,1264.68
2006-01-27,1286.38,1283.72,1273.83,1273.83
2006-01-30,1287.94,1285.2,1283.51,1283.72
2006-01-31,1285.2,1280.08,1276.85,1285.2
2006-02-01,1283.33,1282.46,1277.57,1280.08
2006-02-02,1282.46,1270.84,1267.72,1282.46
2006-02-03,1270.87,1264.03,1261.02,1270.84
2006-02-06,1267.04,1265.02,1261.62,1264.03
2006-02-07,1265.78,1254.78,1253.61,1265.02
2006-02-08,1266.47,1265.65,1254.78,1254.78
2006-02-09,1274.56,1263.78,1262.8,1265.65
2006-02-10,1269.89,1266.99,1254.98,1263.82
2006-02-13,1266.99,1262.86,1258.34,1266.99
2006-02-14,1278.21,1275.53,1260.8,1262.86
2006-02-15,1281.0,1280.0,1271.06,1275.53
2006-02-16,1289.39,1289.38,1280.0,1280.0
2006-02-17,1289.47,1287.24,1284.07,1289.38
2006-02-21,1291.92,1283.03,1281.33,1287.24
2006-02-22,1294.17,1292.67,1283.03,1283.03
2006-02-23,1293.84,1287.79,1285.14,1292.67
2006-02-24,1292.11,1289.43,1285.62,1287.79
2006-02-27,1297.57,1294.12,1289.43,1289.43
2006-02-28,1294.12,1280.66,1278.66,1294.12
2006-03-01,1291.8,1291.24,1280.66,1280.66
2006-03-02,1291.24,1289.14,1283.21,1291.24
2006-03-03,1297.33,1287.23,1284.2,1289.14
2006-03-06,1288.23,1278.26,1275.67,1287.23
2006-03-07,1278.26,1275.88,1271.11,1278.26
2006-03-08,1280.33,1278.47,1268.42,1275.88
2006-03-09,1282.74,1272.23,1272.23,1278.47
2006-03-10,1284.37,1281.58,1271.11,1272.23
2006-03-13,1287.37,1284.13,1281.58,1281.58
2006-03-14,1298.14,1297.48,1282.67,1284.13
2006-03-15,1304.4,1303.02,1294.97,1297.48
2006-03-16,1310.45,1305.33,1303.02,1303.02
2006-03-17,1309.79,1307.25,1305.32,1305.33
2006-03-20,1310.0,1305.08,1303.59,1307.25
2006-03-21,1310.88,1297.23,1295.82,1305.08
2006-03-22,1305.97,1305.04,1295.81,1297.23
2006-03-23,1305.04,1301.67,1298.11,1305.04
2006-03-24,1306.53,1302.95,1298.89,1301.67
2006-03-27,1303.74,1301.61,1299.09,1302.95
2006-03-28,1306.24,1293.23,1291.84,1301.61
2006-03-29,1305.6,1302.89,1293.23,1293.23
2006-03-30,1310.15,1300.25,1296.72,1302.89
2006-03-31,1303.0,1294.83,1294.83,1300.25
2006-04-03,1309.19,1297.81,1296.65,1302.88
2006-04-04,1307.55,1305.93,1294.71,1297.81
2006-04-05,1312.81,1311.56,1304.82,1305.93
2006-04-06,1311.99,1309.04,1302.44,1311.56
2006-04-07,1314.07,1295.5,1294.18,1309.04
2006-04-10,1300.74,1296.6,1293.17,1295.51
2006-04-11,1300.71,1286.57,1282.96,1296.6
2006-04-12,1290.93,1288.12,1286.45,1286.57
2006-04-13,1292.09,1289.12,1283.37,1288.12
2006-04-17,1292.45,1285.33,1280.74,1289.12
2006-04-18,1309.02,1307.65,1285.33,1285.33
2006-04-19,1310.39,1309.93,1302.79,1307.65
2006-04-20,1318.16,1311.46,1306.38,1309.93
2006-04-21,1317.67,1311.28,1306.59,1311.46
2006-04-24,1311.28,1308.11,1303.79,1311.28
2006-04-25,1310.79,1301.74,1299.17,1308.11
2006-04-26,1310.97,1305.41,1301.74,1301.74
2006-04-27,1315.0,1309.72,1295.57,1305.41
2006-04-28,1316.04,1310.61,1306.16,1309.72
2006-05-01,1317.21,1305.19,1303.46,1310.61
2006-05-02,1313.66,1313.21,1305.19,1305.19
2006-05-03,1313.47,1307.85,1303.92,1313.21
2006-05-04,1315.14,1312.25,1307.85,1307.85
2006-05-05,1326.53,1325.76,1312.25,1312.25
2006-05-08,1326.7,1324.66,1322.87,1325.76
2006-05-09,1326.6,1325.14,1322.48,1324.66
2006-05-10,1325.51,1322.85,1317.44,1324.57
2006-05-11,1322.63,1305.92,1303.45,1322.63
2006-05-12,1305.88,1291.24,1290.38,1305.88
2006-05-15,1294.81,1294.5,1284.51,1291.19
2006-05-16,1297.88,1292.08,1288.51,1294.5
2006-05-17,1291.73,1270.32,1267.31,1291.73
2006-05-18,1274.89,1261.81,1261.75,1270.25
2006-05-19,1272.15,1267.03,1256.28,1261.81
2006-05-22,1268.77,1262.07,1252.98,1267.03
2006-05-23,1273.67,1256.58,1256.15,1262.06
2006-05-24,1264.53,1258.57,1245.34,1256.56
2006-05-25,1273.26,1272.88,1258.41,1258.41
2006-05-26,1280.54,1280.16,1272.5,1272.71
2006-05-30,1280.04,1259.84,1259.84,1280.04
2006-05-31,1270.09,1270.09,1259.38,1259.38
2006-06-01,1285.71,1285.71,1269.19,1270.05
2006-06-02,1290.68,1288.22,1280.22,1285.71
2006-06-05,1288.16,1265.29,1264.66,1288.16
2006-06-06,1269.88,1263.85,1254.46,1265.23
2006-06-07,1272.47,1256.15,1255.77,1263.61
2006-06-08,1259.85,1257.93,1235.18,1256.08
2006-06-09,1262.58,1252.3,1250.03,1257.93
2006-06-12,1255.22,1236.4,1236.2,1252.27
2006-06-13,1243.37,1223.69,1222.52,1236.08
2006-06-14,1231.46,1230.04,1219.29,1223.66
2006-06-15,1258.64,1256.16,1230.01,1230.01
2006-06-16,1256.27,1251.54,1246.33,1256.16
2006-06-19,1255.93,1240.14,1237.17,1251.54
