Date,CLOSE,VOLUME,HIGH,LOW,OPEN
2018-09-03,0.1054,0.0,,,
2018-09-04,0.108,0.0,,,
2018-09-05,0.093,0.0,,,
2018-09-06,0.088,0.0,,,
2018-09-07,0.086,0.0,,,
2018-09-08,0.082,0.0,,,
2018-09-09,0.0808,0.0,,,
2018-09-10,0.0772,0.0,,,
2018-09-11,0.071,0.0,,,
2018-09-12,0.066,0.0,,,
2018-09-13,0.07129,0.0,,,
2018-09-14,0.0707,0.0,,,
2018-09-15,0.06986,0.0,,,
2018-09-16,0.06985,0.0,,,
2018-09-17,0.065,0.0,,,
2018-09-18,0.06852,0.0,,,
2018-09-19,0.07195,0.0,,,
2018-09-20,0.0765,0.0,,,
2018-09-21,0.0868,0.0,,,
2018-09-22,0.08252,0.0,,,
2018-09-23,0.0895,0.0,,,
2018-09-24,0.0853,0.0,,,
2018-09-25,0.07825,0.0,,,
2018-09-26,0.08005,0.0,,,
2018-09-27,0.0874,0.0,,,
2018-09-28,0.08425,0.0,,,
2018-09-29,0.08491,0.0,,,
2018-09-30,0.08484,0.0,,,
2018-10-01,0.08626,0.0,,,
2018-10-02,0.0851,0.0,,,
2018-10-03,0.08191,0.0,,,
2018-10-04,0.08179,0.0,,,
2018-10-05,0.08249,0.0,,,
2018-10-06,0.08187,0.0,,,
2018-10-07,0.08357,0.0,,,
2018-10-08,0.08674,0.0,,,
2018-10-09,0.08657,0.0,,,
2018-10-10,0.08442,0.0,,,
2018-10-11,0.07388,0.0,,,
2018-10-12,0.07352,0.0,,,
2018-10-13,0.07365,0.0,,,
2018-10-14,0.07229,0.0,,,
2018-10-15,0.07233,0.0,,,
2018-10-16,0.07533,0.0,,,
2018-10-17,0.07705,0.0,,,
2018-10-18,0.07354,0.0,,,
2018-10-19,0.07583,0.0,,,
2018-10-20,0.07614,0.0,,,
2018-10-21,0.07629,0.0,,,
2018-10-22,0.07609,0.0,,,
2018-10-23,0.07593,0.0,,,
2018-10-24,0.07438,0.0,,,
2018-10-25,0.07347,0.0,,,
2018-10-26,0.07548,0.0,,,
2018-10-27,0.07416,0.0,,,
2018-10-28,0.07349,0.0,,,
2018-10-29,0.06965,0.0,,,
2018-10-30,0.07173,0.0,,,
2018-10-31,0.07131,0.0,,,
2018-11-01,0.07216,0.0,,,
2018-11-02,0.07367,0.0,,,
2018-11-03,0.07232,0.0,,,
2018-11-04,0.07712,0.0,,,
2018-11-05,0.07661,0.0,,,
2018-11-06,0.08085,0.0,,,
2018-11-07,0.07884,0.0,,,
2018-11-08,0.07663,0.0,,,
2018-11-09,0.07435,0.0,,,
2018-11-10,0.07542,0.0,,,
2018-11-11,0.07604,0.0,,,
2018-11-12,0.07624,0.0,,,
2018-11-13,0.07304,0.0,,,
2018-11-14,0.06149,0.0,,,
2018-11-15,0.06138,0.0,,,
2018-11-16,0.05933,0.0,,,
2018-11-17,0.06027,0.0,,,
2018-11-18,0.0611,0.0,,,
2018-11-19,0.055,0.0,,,
2018-11-20,0.04347,0.0,,,
2018-11-21,0.04653,0.0,,,
2018-11-22,0.04601,0.0,,,
2018-11-23,0.04299,0.0,,,
2018-11-24,0.03629,0.0,,,
2018-11-25,0.03704,0.0,,,
2018-11-26,0.03441,0.0,,,
2018-11-27,0.03663,0.0,,,
2018-11-28,0.04119,0.0,,,
2018-11-29,0.04119,0.0,,,
2018-11-30,0.03844,0.0,,,
2018-12-01,0.04157,0.0,,,
2018-12-02,0.04154,0.0,,,
2018-12-03,0.03834,0.0,,,
2018-12-04,0.0372,0.0,,,
2018-12-05,0.03535,0.0,,,
2018-12-06,0.03156,0.0,,,
2018-12-07,0.02977,0.0,,,
2018-12-08,0.03031,0.0,,,
2018-12-09,0.03141,0.0,,,
