Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2000-01-03,1.6540769454347004,1.6342326913257448,1.6342326913257448,1.6342326913257448,,439236.43923643924
2000-01-04,1.6221704976516749,1.5953223891513229,1.5953223891513229,1.6186685704559765,,586800.5868005868
2000-01-05,1.5953223891513229,1.5953223891513229,1.5758672380641119,1.5758672380641119,,1410193.4101934102
2000-01-06,1.6342326913257448,1.5953223891513229,1.5953223891513229,1.5953223891513229,,599364.5993645993
2000-01-07,1.661859005869584,1.6536878424129562,1.614777540238535,1.614777540238535,,4016992.016992017
2000-01-10,1.7898739000234358,1.7898739000234358,1.750963597849014,1.750963597849014,,2240570.2405702407
2000-01-11,1.8015469906757615,1.7937649302408771,1.7782008093711075,1.7898739000234358,,247464.24746424748
2000-01-12,1.828784202197857,1.8112745662193679,1.7937649302408771,1.7976559604583202,,3801603.8016038015
2000-01-13,1.8715855345897232,1.8715855345897232,1.8715855345897232,1.8715855345897232,,90000.09000009
2000-01-14,1.906604806546702,1.906604806546702,1.8758656678289096,1.8758656678289096,,2613602.6136026136
2000-01-17,1.945515108721126,1.945515108721126,1.906604806546702,1.906604806546702,,174672.17467217467
2000-01-18,1.9260599576339144,1.8871496554594915,1.8793675950246072,1.9260599576339144,,2797202.797202797
2000-01-19,1.8914297886986782,1.8793675950246072,1.8676945043722797,1.8914297886986782,,1411705.4117054117
2000-01-20,1.8676945043722797,1.8676945043722797,1.8676945043722797,1.8676945043722797,,564120.5641205641
2000-01-21,1.8676945043722797,1.828784202197857,1.828784202197857,1.8676945043722797,,110808.11080811081
2000-01-24,1.8871496554594915,1.8676945043722797,1.828784202197857,1.828784202197857,,540648.5406485407
2000-01-26,1.8521303835025111,1.8521303835025111,1.8521303835025111,1.8521303835025111,,149040.14904014903
2000-01-27,1.8871496554594915,1.8676945043722797,1.8676945043722797,1.8871496554594915,,517392.5173925174
2000-01-28,1.8676945043722797,1.8676945043722797,1.8676945043722797,1.8676945043722797,,159012.159012159
2000-02-01,1.828784202197857,1.828784202197857,1.828784202197857,1.828784202197857,,111600.1116001116
2000-02-02,1.8443483230676263,1.71205329567459,1.6925981445873797,1.8443483230676263,,1173601.1736011736
2000-02-03,1.7898739000234358,1.750963597849014,1.7315084467618012,1.7315084467618012,,3288063.288063288
2000-02-04,1.817111111545531,1.817111111545531,1.750963597849014,1.750963597849014,,260712.26071226073
2000-02-07,1.906604806546702,1.906604806546702,1.828784202197857,1.828784202197857,,64836.06483606484
2000-02-08,2.017499167743806,2.017499167743806,1.906604806546702,1.906604806546702,,784512.7845127846
2000-02-09,2.038899833939739,1.9844254108955477,1.9844254108955477,1.9883164411129894,,4563688.563688564
2000-02-10,1.9844254108955477,1.8676945043722797,1.8676945043722797,1.9844254108955477,,2979722.97972298
2000-02-11,1.8676945043722797,1.7700296459144784,1.7700296459144784,1.8676945043722797,,33480.03348003348
2000-02-14,1.7704187489362233,1.747072567631571,1.747072567631571,1.7704187489362233,,210708.2107082107
2000-02-15,1.7898739000234358,1.7898739000234358,1.6731429935001672,1.747072567631571,,121032.12103212104
2000-02-16,1.7898739000234358,1.7898739000234358,1.7898739000234358,1.7898739000234358,,352800.3528003528
2000-02-17,1.750963597849014,1.750963597849014,1.750963597849014,1.750963597849014,,7200.0072000072005
2000-02-18,1.750963597849014,1.750963597849014,1.750963597849014,1.750963597849014,,21600.021600021602
2000-02-21,1.750963597849014,1.750963597849014,1.7505744948272681,1.750963597849014,,39600.0396000396
2000-02-22,1.71205329567459,1.71205329567459,1.71205329567459,1.71205329567459,,316800.3168003168
2000-02-23,1.7898739000234358,1.750963597849014,1.71205329567459,1.7898739000234358,,594000.594000594
2000-02-24,1.750963597849014,1.7315084467618012,1.7315084467618012,1.750963597849014,,255600.2556002556
